Area,Time,Industry,Direction,Trade value
MK17 North Ostrobothnia,202012,N Administrative and support service activities (77-82),Imports by countries of origin,50900756.1436673
MK17 North Ostrobothnia,202012,N Administrative and support service activities (77-82),Exports by countries of destination,44431947.069943294
MK17 North Ostrobothnia,202012,O Public administration and defence; compulsory social security (84),Imports by countries of origin,96932251.96658331
MK17 North Ostrobothnia,202012,O Public administration and defence; compulsory social security (84),Exports by countries of destination,84613452.0397585
MK17 North Ostrobothnia,202012,P Education (85),Imports by countries of origin,133890503.99414597
MK17 North Ostrobothnia,202012,P Education (85),Exports by countries of destination,116874801.81718397
MK17 North Ostrobothnia,202012,Q Human health and social work activities (86-88),Imports by countries of origin,214403157.2047076
MK17 North Ostrobothnia,202012,Q Human health and social work activities (86-88),Exports by countries of destination,187155367.70534787
MK17 North Ostrobothnia,202012,"R, S Other service activities (90-96)",Imports by countries of origin,44771716.26318678
MK17 North Ostrobothnia,202012,"R, S Other service activities (90-96)",Exports by countries of destination,39081826.63577048
MK17 North Ostrobothnia,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,7119877.736447344
MK17 North Ostrobothnia,202012,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,6215035.977803524
MK18 Kainuu,201512,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,4742171.130868112
MK18 Kainuu,201512,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,13482643.41129169
MK18 Kainuu,201512,B Mining and quarrying (05-09),Imports by countries of origin,-551616.7393397135
MK18 Kainuu,201512,B Mining and quarrying (05-09),Exports by countries of destination,-1568322.1020442834
MK18 Kainuu,201512,10-12 Food industry etc.,Imports by countries of origin,248371.9349906563
MK18 Kainuu,201512,10-12 Food industry etc.,Exports by countries of destination,706155.5014440228
MK18 Kainuu,201512,"13-15 Textile, clothing and leather industry",Imports by countries of origin,2888.045755705306
MK18 Kainuu,201512,"13-15 Textile, clothing and leather industry",Exports by countries of destination,8211.110481907243
MK18 Kainuu,201512,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,508296.05300413386
MK18 Kainuu,201512,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,1445155.4448156748
MK18 Kainuu,201512,"17, 18 Paper industry; Printing",Imports by countries of origin,118409.87598391755
MK18 Kainuu,201512,"17, 18 Paper industry; Printing",Exports by countries of destination,336655.52975819696
MK18 Kainuu,201512,19-22 Chemical industry,Imports by countries of origin,31768.503312758367
MK18 Kainuu,201512,19-22 Chemical industry,Exports by countries of destination,90322.21530097967
MK18 Kainuu,201512,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,207939.29441078202
MK18 Kainuu,201512,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,591199.9546973215
MK18 Kainuu,201512,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,389886.1770202163
MK18 Kainuu,201512,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,1108499.9150574778
MK18 Kainuu,201512,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,1146554.1650150064
MK18 Kainuu,201512,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,3259810.8613171754
MK18 Kainuu,201512,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,103969.64720539101
MK18 Kainuu,201512,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,295599.97734866076
MK18 Kainuu,201512,"29, 30 Manufacture of transport equipment",Imports by countries of origin,485191.6869584914
MK18 Kainuu,201512,"29, 30 Manufacture of transport equipment",Exports by countries of destination,1379466.5609604167
MK18 Kainuu,201512,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,294580.6670819412
MK18 Kainuu,201512,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,837533.2691545386
MK18 Kainuu,201512,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,2313324.6503199497
MK18 Kainuu,201512,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,6577099.4960077
MK18 Kainuu,201512,F Construction (41-43),Imports by countries of origin,3240387.3379013534
MK18 Kainuu,201512,F Construction (41-43),Exports by countries of destination,9212865.960699925
MK18 Kainuu,201512,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,3936406.365026332
MK18 Kainuu,201512,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,11191743.586839572
MK18 Kainuu,201512,H Transportation and storage (49-53),Imports by countries of origin,2287332.238518602
MK18 Kainuu,201512,H Transportation and storage (49-53),Exports by countries of destination,6503199.501670537
MK18 Kainuu,201512,I Accommodation and food service activities (55-56),Imports by countries of origin,823093.0403760121
MK18 Kainuu,201512,I Accommodation and food service activities (55-56),Exports by countries of destination,2340166.4873435637
MK18 Kainuu,201512,J Information and communication (58-63),Imports by countries of origin,696019.0271249787
MK18 Kainuu,201512,J Information and communication (58-63),Exports by countries of destination,1978877.6261396455
MK18 Kainuu,201512,K Financial and insurance activities (64-66),Imports by countries of origin,921286.5960699925
MK18 Kainuu,201512,K Financial and insurance activities (64-66),Exports by countries of destination,2619344.24372841
MK18 Kainuu,201512,"681, 68209, 683 Other real estate activities",Imports by countries of origin,996375.7857183306
MK18 Kainuu,201512,"681, 68209, 683 Other real estate activities",Exports by countries of destination,2832833.1162579986
MK18 Kainuu,201512,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,7095928.421767936
MK18 Kainuu,201512,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,20174698.454046093
MK18 Kainuu,201512,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,1513335.9759895802
MK18 Kainuu,201512,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,4302621.892519395
MK18 Kainuu,201512,N Administrative and support service activities (77-82),Imports by countries of origin,1776148.1397587631
MK18 Kainuu,201512,N Administrative and support service activities (77-82),Exports by countries of destination,5049832.946372954
MK18 Kainuu,201512,O Public administration and defence; compulsory social security (84),Imports by countries of origin,7780395.265870094
MK18 Kainuu,201512,O Public administration and defence; compulsory social security (84),Exports by countries of destination,22120731.63825811
MK18 Kainuu,201512,P Education (85),Imports by countries of origin,2818732.6575683784
MK18 Kainuu,201512,P Education (85),Exports by countries of destination,8014043.830341468
MK18 Kainuu,201512,Q Human health and social work activities (86-88),Imports by countries of origin,4846140.778073504
MK18 Kainuu,201512,Q Human health and social work activities (86-88),Exports by countries of destination,13778243.388640353
MK18 Kainuu,201512,"R, S Other service activities (90-96)",Imports by countries of origin,1995639.6171923664
MK18 Kainuu,201512,"R, S Other service activities (90-96)",Exports by countries of destination,5673877.342997904
MK18 Kainuu,201512,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,233931.70621212976
MK18 Kainuu,201512,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,665099.9490344865
MK18 Kainuu,201612,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,6357729.689094131
MK18 Kainuu,201612,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,18128121.140525155
MK18 Kainuu,201612,B Mining and quarrying (05-09),Imports by countries of origin,-445041.07823658915
MK18 Kainuu,201612,B Mining and quarrying (05-09),Exports by countries of destination,-1268968.479836761
MK18 Kainuu,201612,10-12 Food industry etc.,Imports by countries of origin,329807.22762175807
MK18 Kainuu,201612,10-12 Food industry etc.,Exports by countries of destination,940396.2841647426
MK18 Kainuu,201612,"13-15 Textile, clothing and leather industry",Imports by countries of origin,3973.581055683832
MK18 Kainuu,201612,"13-15 Textile, clothing and leather industry",Exports by countries of destination,11330.075712828224
MK18 Kainuu,201612,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,580142.8341298394
MK18 Kainuu,201612,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,1654191.0540729207
MK18 Kainuu,201612,"17, 18 Paper industry; Printing",Imports by countries of origin,154969.66117166943
MK18 Kainuu,201612,"17, 18 Paper industry; Printing",Exports by countries of destination,441872.95280030067
MK18 Kainuu,201612,19-22 Chemical industry,Imports by countries of origin,-7947.162111367664
MK18 Kainuu,201612,19-22 Chemical industry,Exports by countries of destination,-22660.151425656448
MK18 Kainuu,201612,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,377490.20028996404
MK18 Kainuu,201612,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,1076357.1927186812
MK18 Kainuu,201612,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,635772.9689094131
MK18 Kainuu,201612,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,1812812.1140525155
MK18 Kainuu,201612,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,2570906.9430274395
MK18 Kainuu,201612,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,7330558.986199861
MK18 Kainuu,201612,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,143048.91800461797
MK18 Kainuu,201612,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,407882.7256618161
MK18 Kainuu,201612,"29, 30 Manufacture of transport equipment",Imports by countries of origin,1343070.396821135
MK18 Kainuu,201612,"29, 30 Manufacture of transport equipment",Exports by countries of destination,3829565.590935939
MK18 Kainuu,201612,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,596037.1583525748
MK18 Kainuu,201612,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,1699511.3569242335
MK18 Kainuu,201612,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,2773559.5768673145
MK18 Kainuu,201612,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,7908392.847554099
MK18 Kainuu,201612,F Construction (41-43),Imports by countries of origin,5117972.399720776
MK18 Kainuu,201612,F Construction (41-43),Exports by countries of destination,14593137.518122753
MK18 Kainuu,201612,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,6051763.947806477
MK18 Kainuu,201612,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,17255705.310637385
MK18 Kainuu,201612,H Transportation and storage (49-53),Imports by countries of origin,3170917.682435698
MK18 Kainuu,201612,H Transportation and storage (49-53),Exports by countries of destination,9041400.418836923
MK18 Kainuu,201612,I Accommodation and food service activities (55-56),Imports by countries of origin,1283466.6809858778
MK18 Kainuu,201612,I Accommodation and food service activities (55-56),Exports by countries of destination,3659614.4552435162
MK18 Kainuu,201612,J Information and communication (58-63),Imports by countries of origin,1041078.2365891639
MK18 Kainuu,201612,J Information and communication (58-63),Exports by countries of destination,2968479.8367609945
MK18 Kainuu,201612,K Financial and insurance activities (64-66),Imports by countries of origin,1156312.087203995
MK18 Kainuu,201612,K Financial and insurance activities (64-66),Exports by countries of destination,3297052.032433013
MK18 Kainuu,201612,"681, 68209, 683 Other real estate activities",Imports by countries of origin,933791.5480857005
MK18 Kainuu,201612,"681, 68209, 683 Other real estate activities",Exports by countries of destination,2662567.7925146325
MK18 Kainuu,201612,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,10108790.205659669
MK18 Kainuu,201612,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,28823712.613435004
MK18 Kainuu,201612,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,2038447.0815658057
MK18 Kainuu,201612,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,5812328.840680879
MK18 Kainuu,201612,N Administrative and support service activities (77-82),Imports by countries of origin,2813295.387424153
MK18 Kainuu,201612,N Administrative and support service activities (77-82),Exports by countries of destination,8021693.604682382
MK18 Kainuu,201612,O Public administration and defence; compulsory social security (84),Imports by countries of origin,10450518.17644848
MK18 Kainuu,201612,O Public administration and defence; compulsory social security (84),Exports by countries of destination,29798099.12473823
MK18 Kainuu,201612,P Education (85),Imports by countries of origin,4239810.986414649
MK18 Kainuu,201612,P Education (85),Exports by countries of destination,12089190.785587715
MK18 Kainuu,201612,Q Human health and social work activities (86-88),Imports by countries of origin,7029264.887504699
MK18 Kainuu,201612,Q Human health and social work activities (86-88),Exports by countries of destination,20042903.935993128
MK18 Kainuu,201612,"R, S Other service activities (90-96)",Imports by countries of origin,2876872.6843150947
MK18 Kainuu,201612,"R, S Other service activities (90-96)",Exports by countries of destination,8202974.816087634
MK18 Kainuu,201612,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,266229.93073081673
MK18 Kainuu,201612,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,759115.072759491
MK18 Kainuu,201712,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,7746415.770609319
MK18 Kainuu,201712,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,30134408.602150537
MK18 Kainuu,201712,B Mining and quarrying (05-09),Imports by countries of origin,4140481.8797291922
MK18 Kainuu,201712,B Mining and quarrying (05-09),Exports by countries of destination,16106929.510155318
MK18 Kainuu,201712,10-12 Food industry etc.,Imports by countries of origin,421296.29629629635
MK18 Kainuu,201712,10-12 Food industry etc.,Exports by countries of destination,1638888.888888889
MK18 Kainuu,201712,"13-15 Textile, clothing and leather industry",Imports by countries of origin,-4530.067702110713
MK18 Kainuu,201712,"13-15 Textile, clothing and leather industry",Exports by countries of destination,-17622.46117084827
MK18 Kainuu,201712,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,779171.6447630426
MK18 Kainuu,201712,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,3031063.321385902
MK18 Kainuu,201712,"17, 18 Paper industry; Printing",Imports by countries of origin,158552.36957387495
MK18 Kainuu,201712,"17, 18 Paper industry; Printing",Exports by countries of destination,616786.1409796893
MK18 Kainuu,201712,19-22 Chemical industry,Imports by countries of origin,-4530.067702110713
MK18 Kainuu,201712,19-22 Chemical industry,Exports by countries of destination,-17622.46117084827
MK18 Kainuu,201712,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,534547.9888490642
MK18 Kainuu,201712,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,2079450.4181600958
MK18 Kainuu,201712,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,706690.5615292712
MK18 Kainuu,201712,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,2749103.94265233
MK18 Kainuu,201712,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,2473416.9653524496
MK18 Kainuu,201712,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,9621863.799283154
MK18 Kainuu,201712,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,158552.36957387495
MK18 Kainuu,201712,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,616786.1409796893
MK18 Kainuu,201712,"29, 30 Manufacture of transport equipment",Imports by countries of origin,1454151.732377539
MK18 Kainuu,201712,"29, 30 Manufacture of transport equipment",Exports by countries of destination,5656810.035842294
MK18 Kainuu,201712,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,838062.524890482
MK18 Kainuu,201712,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,3260155.31660693
MK18 Kainuu,201712,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,3411140.979689367
MK18 Kainuu,201712,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,13269713.261648746
MK18 Kainuu,201712,F Construction (41-43),Imports by countries of origin,6931003.58422939
MK18 Kainuu,201712,F Construction (41-43),Exports by countries of destination,26962365.591397848
MK18 Kainuu,201712,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,6980834.328952609
MK18 Kainuu,201712,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,27156212.66427718
MK18 Kainuu,201712,H Transportation and storage (49-53),Imports by countries of origin,3633114.297092792
MK18 Kainuu,201712,H Transportation and storage (49-53),Exports by countries of destination,14133213.859020311
MK18 Kainuu,201712,I Accommodation and food service activities (55-56),Imports by countries of origin,1576463.560334528
MK18 Kainuu,201712,I Accommodation and food service activities (55-56),Exports by countries of destination,6132616.487455197
MK18 Kainuu,201712,J Information and communication (58-63),Imports by countries of origin,1232178.414974114
MK18 Kainuu,201712,J Information and communication (58-63),Exports by countries of destination,4793309.438470729
MK18 Kainuu,201712,K Financial and insurance activities (64-66),Imports by countries of origin,1947929.1119076067
MK18 Kainuu,201712,K Financial and insurance activities (64-66),Exports by countries of destination,7577658.303464755
MK18 Kainuu,201712,"681, 68209, 683 Other real estate activities",Imports by countries of origin,1422441.2584627639
MK18 Kainuu,201712,"681, 68209, 683 Other real estate activities",Exports by countries of destination,5533452.8076463565
MK18 Kainuu,201712,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,11601503.385105537
MK18 Kainuu,201712,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,45131123.05854242
MK18 Kainuu,201712,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,1585523.6957387496
MK18 Kainuu,201712,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,6167861.409796894
MK18 Kainuu,201712,N Administrative and support service activities (77-82),Imports by countries of origin,3311479.490242931
MK18 Kainuu,201712,N Administrative and support service activities (77-82),Exports by countries of destination,12882019.115890084
MK18 Kainuu,201712,O Public administration and defence; compulsory social security (84),Imports by countries of origin,12271953.40501792
MK18 Kainuu,201712,O Public administration and defence; compulsory social security (84),Exports by countries of destination,47739247.31182795
MK18 Kainuu,201712,P Education (85),Imports by countries of origin,4117831.5412186384
MK18 Kainuu,201712,P Education (85),Exports by countries of destination,16018817.204301076
MK18 Kainuu,201712,Q Human health and social work activities (86-88),Imports by countries of origin,8095230.983671844
MK18 Kainuu,201712,Q Human health and social work activities (86-88),Exports by countries of destination,31491338.112305854
MK18 Kainuu,201712,"R, S Other service activities (90-96)",Imports by countries of origin,3166517.3237753888
MK18 Kainuu,201712,"R, S Other service activities (90-96)",Exports by countries of destination,12318100.35842294
MK18 Kainuu,201712,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,326164.8745519713
MK18 Kainuu,201712,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,1268817.2043010753
MK18 Kainuu,201812,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,9090987.12446352
MK18 Kainuu,201812,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,39126895.56509299
MK18 Kainuu,201812,B Mining and quarrying (05-09),Imports by countries of origin,5783404.86409156
MK18 Kainuu,201812,B Mining and quarrying (05-09),Exports by countries of destination,24891320.93466858
MK18 Kainuu,201812,10-12 Food industry etc.,Imports by countries of origin,413447.782546495
MK18 Kainuu,201812,10-12 Food industry etc.,Exports by countries of destination,1779446.828803052
MK18 Kainuu,201812,"13-15 Textile, clothing and leather industry",Imports by countries of origin,-4864.0915593705295
MK18 Kainuu,201812,"13-15 Textile, clothing and leather industry",Exports by countries of destination,-20934.668574153555
MK18 Kainuu,201812,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,1094420.6008583691
MK18 Kainuu,201812,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,4710300.4291845495
MK18 Kainuu,201812,"17, 18 Paper industry; Printing",Imports by countries of origin,150786.83834048643
MK18 Kainuu,201812,"17, 18 Paper industry; Printing",Exports by countries of destination,648974.7257987602
MK18 Kainuu,201812,19-22 Chemical industry,Imports by countries of origin,24320.457796852646
MK18 Kainuu,201812,19-22 Chemical industry,Exports by countries of destination,104673.34287076775
MK18 Kainuu,201812,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,627467.8111587983
MK18 Kainuu,201812,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,2700572.2460658085
MK18 Kainuu,201812,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,792846.9241773963
MK18 Kainuu,201812,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,3412350.9775870293
MK18 Kainuu,201812,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,3083834.0486409157
MK18 Kainuu,201812,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,13272579.876013352
MK18 Kainuu,201812,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,238340.48640915597
MK18 Kainuu,201812,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,1025798.7601335242
MK18 Kainuu,201812,"29, 30 Manufacture of transport equipment",Imports by countries of origin,1181974.2489270386
MK18 Kainuu,201812,"29, 30 Manufacture of transport equipment",Exports by countries of destination,5087124.463519313
MK18 Kainuu,201812,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,661516.452074392
MK18 Kainuu,201812,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,2847114.926084883
MK18 Kainuu,201812,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,3268669.527896996
MK18 Kainuu,201812,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,14068097.28183119
MK18 Kainuu,201812,F Construction (41-43),Imports by countries of origin,7636623.748211731
MK18 Kainuu,201812,F Construction (41-43),Exports by countries of destination,32867429.661421075
MK18 Kainuu,201812,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,7646351.931330471
MK18 Kainuu,201812,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,32909298.99856938
MK18 Kainuu,201812,H Transportation and storage (49-53),Imports by countries of origin,3521602.288984264
MK18 Kainuu,201812,H Transportation and storage (49-53),Exports by countries of destination,15156700.047687173
MK18 Kainuu,201812,I Accommodation and food service activities (55-56),Imports by countries of origin,1775393.4191702432
MK18 Kainuu,201812,I Accommodation and food service activities (55-56),Exports by countries of destination,7641154.029566047
MK18 Kainuu,201812,J Information and communication (58-63),Imports by countries of origin,1585693.8483547927
MK18 Kainuu,201812,J Information and communication (58-63),Exports by countries of destination,6824701.955174059
MK18 Kainuu,201812,K Financial and insurance activities (64-66),Imports by countries of origin,1911587.9828326178
MK18 Kainuu,201812,K Financial and insurance activities (64-66),Exports by countries of destination,8227324.749642345
MK18 Kainuu,201812,"681, 68209, 683 Other real estate activities",Imports by countries of origin,1279256.0801144491
MK18 Kainuu,201812,"681, 68209, 683 Other real estate activities",Exports by countries of destination,5505817.835002384
MK18 Kainuu,201812,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,12991988.555078685
MK18 Kainuu,201812,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,55916499.76156415
MK18 Kainuu,201812,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,2762804.0057224603
MK18 Kainuu,201812,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,11890891.750119217
MK18 Kainuu,201812,N Administrative and support service activities (77-82),Imports by countries of origin,3998283.261802575
MK18 Kainuu,201812,N Administrative and support service activities (77-82),Exports by countries of destination,17208297.56795422
MK18 Kainuu,201812,O Public administration and defence; compulsory social security (84),Imports by countries of origin,13585407.725321889
MK18 Kainuu,201812,O Public administration and defence; compulsory social security (84),Exports by countries of destination,58470529.32761087
MK18 Kainuu,201812,P Education (85),Imports by countries of origin,4270672.389127324
MK18 Kainuu,201812,P Education (85),Exports by countries of destination,18380639.008106817
MK18 Kainuu,201812,Q Human health and social work activities (86-88),Imports by countries of origin,9042346.208869813
MK18 Kainuu,201812,Q Human health and social work activities (86-88),Exports by countries of destination,38917548.87935145
MK18 Kainuu,201812,"R, S Other service activities (90-96)",Imports by countries of origin,3263805.4363376247
MK18 Kainuu,201812,"R, S Other service activities (90-96)",Exports by countries of destination,14047162.613257032
MK18 Kainuu,201812,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,335622.3175965665
MK18 Kainuu,201812,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,1444492.1316165952
MK18 Kainuu,201912,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,9266343.483785946
MK18 Kainuu,201912,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,41603991.151692
MK18 Kainuu,201912,B Mining and quarrying (05-09),Imports by countries of origin,4926060.149668189
MK18 Kainuu,201912,B Mining and quarrying (05-09),Exports by countries of destination,22117004.753612276
MK18 Kainuu,201912,10-12 Food industry etc.,Imports by countries of origin,479691.25052948657
MK18 Kainuu,201912,10-12 Food industry etc.,Exports by countries of destination,2153715.818703817
MK18 Kainuu,201912,"13-15 Textile, clothing and leather industry",Imports by countries of origin,18449.66348190333
MK18 Kainuu,201912,"13-15 Textile, clothing and leather industry",Exports by countries of destination,82835.22379630066
MK18 Kainuu,201912,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,830234.8566856497
MK18 Kainuu,201912,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,3727585.0708335293
MK18 Kainuu,201912,"17, 18 Paper industry; Printing",Imports by countries of origin,129147.64437332329
MK18 Kainuu,201912,"17, 18 Paper industry; Printing",Exports by countries of destination,579846.5665741046
MK18 Kainuu,201912,19-22 Chemical industry,Imports by countries of origin,9224.831740951666
MK18 Kainuu,201912,19-22 Chemical industry,Exports by countries of destination,41417.61189815033
MK18 Kainuu,201912,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,691862.3805713749
MK18 Kainuu,201912,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,3106320.892361275
MK18 Kainuu,201912,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,742598.9551466091
MK18 Kainuu,201912,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,3334117.757801102
MK18 Kainuu,201912,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,2559890.8081140867
MK18 Kainuu,201912,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,11493387.301736716
MK18 Kainuu,201912,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,249070.45700569495
MK18 Kainuu,201912,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,1118275.521250059
MK18 Kainuu,201912,"29, 30 Manufacture of transport equipment",Imports by countries of origin,1162328.7993599097
MK18 Kainuu,201912,"29, 30 Manufacture of transport equipment",Exports by countries of destination,5218619.099166942
MK18 Kainuu,201912,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,650350.6377370923
MK18 Kainuu,201912,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,2919941.638819598
