"TRADE ACCORDING TO ENTERPRISE SIZE, CC BY 4.0"
"Companies in total"

,,,"Statistical value (euro) quarterly","Change %","Share of total statistical value %","Share of statistical value of product category %","Cum. statistical value (euro)","Cum. change %","Cum. share of total statistical value %","Cum. share of statistical value of product category %"
"201609","A Agricultural, forestry and fishery products","Imports by countries of origin",349487542,2.8,2.6,100.0,1238487928,1.4,3.1,100.0
"201609","A Agricultural, forestry and fishery products","Exports by countries of destination",152714254,-20.1,1.2,100.0,452542538,-43.0,1.2,100.0
"201609","B Mining and quarrying products","Imports by countries of origin",1449049401,-7.6,10.8,100.0,3960414806,-15.0,9.8,100.0
"201609","B Mining and quarrying products","Exports by countries of destination",76560521,2.0,0.6,100.0,226528308,6.1,0.6,100.0
"201609","C Industrial products","Imports by countries of origin",10416028982,0.8,77.8,100.0,31807038063,2.7,78.8,100.0
"201609","C Industrial products","Exports by countries of destination",11874668917,-4.2,95.2,100.0,36457269615,-3.8,95.2,100.0
"201609","C 16-18 Forest industry products","Imports by countries of origin",316545335,-3.0,2.4,100.0,977511174,-2.5,2.4,100.0
"201609","C 16-18 Forest industry products","Exports by countries of destination",2736961567,-4.2,21.9,100.0,8497283755,-2.0,22.2,100.0
"201609","C 19-22 Chemical industry products","Imports by countries of origin",2404841911,-7.3,18.0,100.0,7447280261,-6.5,18.5,100.0
"201609","C 19-22 Chemical industry products","Exports by countries of destination",2599842216,-4.4,20.8,100.0,7493296173,-2.0,19.6,100.0
"201609","C 24-25 Metals and metal products","Imports by countries of origin",1104510685,11.1,8.2,100.0,3284582395,5.2,8.1,100.0
"201609","C 24-25 Metals and metal products","Exports by countries of destination",1898471025,2.1,15.2,100.0,5572974725,-7.6,14.6,100.0
"201609","C 26-27 Electrical and electronics products","Imports by countries of origin",1946094863,1.7,14.5,100.0,5757424414,3.4,14.3,100.0
"201609","C 26-27 Electrical and electronics products","Exports by countries of destination",1536763893,-3.3,12.3,100.0,4587141062,-4.9,12.0,100.0
"201609","C 28 Machinery and equipment","Imports by countries of origin",1206636784,4.7,9.0,100.0,3858899367,6.7,9.6,100.0
"201609","C 28 Machinery and equipment","Exports by countries of destination",1575899103,-10.7,12.6,100.0,5145953367,-4.6,13.4,100.0
"201609","C 29-30 Vehicles","Imports by countries of origin",1318536083,7.6,9.8,100.0,4398116962,18.1,10.9,100.0
"201609","C 29-30 Vehicles","Exports by countries of destination",624185824,-14.0,5.0,100.0,2479635878,-6.7,6.5,100.0
"201609","D Electricity, gas, heat, cooling","Imports by countries of origin",160201716,-0.4,1.2,100.0,509836130,6.8,1.3,100.0
"201609","D Electricity, gas, heat, cooling","Exports by countries of destination",12170222,-62.3,0.1,100.0,81029679,-27.2,0.2,100.0
"201609","ZZ Other products","Imports by countries of origin",5096949404,-1.4,38.1,100.0,14628423277,-3.9,36.3,100.0
"201609","ZZ Other products","Exports by countries of destination",1504081136,-2.0,12.1,100.0,4500868735,-8.8,11.8,100.0
"201609","X Unspecified","Imports by countries of origin",773719800,1.7,5.8,100.0,2211454612,3.2,5.5,100.0
"201609","X Unspecified","Exports by countries of destination",285002525,-1.0,2.3,100.0,861637702,-6.0,2.3,100.0
"201606","TOTAL In total","Imports by countries of origin",13891655588,6.3,100.0,100.0,26958122785,0.4,100.0,100.0
"201606","TOTAL In total","Exports by countries of destination",13652306016,-3.2,100.0,100.0,25800948931,-4.8,100.0,100.0
"201606","A Agricultural, forestry and fishery products","Imports by countries of origin",418577057,1.0,3.0,100.0,889000386,0.9,3.3,100.0
"201606","A Agricultural, forestry and fishery products","Exports by countries of destination",199969619,-49.3,1.5,100.0,299828284,-50.3,1.2,100.0
"201606","B Mining and quarrying products","Imports by countries of origin",1345230474,16.4,9.7,100.0,2511365405,-18.7,9.3,100.0
"201606","B Mining and quarrying products","Exports by countries of destination",81424860,42.4,0.6,100.0,149967787,8.3,0.6,100.0
"201606","C Industrial products","Imports by countries of origin",10988834336,5.9,79.1,100.0,21391009081,3.6,79.3,100.0
"201606","C Industrial products","Exports by countries of destination",12957828547,-1.9,94.9,100.0,24582600698,-3.6,95.3,100.0
"201606","C 16-18 Forest industry products","Imports by countries of origin",338183563,-2.4,2.4,100.0,660965839,-2.3,2.5,100.0
"201606","C 16-18 Forest industry products","Exports by countries of destination",2906243847,-2.0,21.3,100.0,5760322188,-0.9,22.3,100.0
"201606","C 19-22 Chemical industry products","Imports by countries of origin",2559976348,-4.7,18.4,100.0,5042438350,-6.1,18.7,100.0
"201606","C 19-22 Chemical industry products","Exports by countries of destination",2672135154,14.5,19.6,100.0,4893453957,-0.6,19.0,100.0
"201606","C 24-25 Metals and metal products","Imports by countries of origin",1177853832,9.2,8.5,100.0,2180071710,2.5,8.1,100.0
"201606","C 24-25 Metals and metal products","Exports by countries of destination",1876028706,-10.7,13.7,100.0,3674503700,-11.9,14.2,100.0
"201606","C 26-27 Electrical and electronics products","Imports by countries of origin",1931238750,4.9,13.9,100.0,3811329551,4.2,14.1,100.0
"201606","C 26-27 Electrical and electronics products","Exports by countries of destination",1563528363,-10.7,11.5,100.0,3050377169,-5.6,11.8,100.0
"201606","C 28 Machinery and equipment","Imports by countries of origin",1434661535,13.4,10.3,100.0,2652262583,7.6,9.8,100.0
"201606","C 28 Machinery and equipment","Exports by countries of destination",1898662125,0.2,13.9,100.0,3570054264,-1.6,13.8,100.0
"201606","C 29-30 Vehicles","Imports by countries of origin",1562794108,23.7,11.2,100.0,3079580879,23.3,11.4,100.0
"201606","C 29-30 Vehicles","Exports by countries of destination",1161690760,-4.0,8.5,100.0,1855450054,-3.9,7.2,100.0
"201606","D Electricity, gas, heat, cooling","Imports by countries of origin",154187836,24.5,1.1,100.0,349634414,10.4,1.3,100.0
"201606","D Electricity, gas, heat, cooling","Exports by countries of destination",30682525,-24.6,0.2,100.0,68859457,-12.9,0.3,100.0
"201606","ZZ Other products","Imports by countries of origin",4886947452,6.7,35.2,100.0,9531473873,-5.1,35.4,100.0
"201606","ZZ Other products","Exports by countries of destination",1574017061,-15.0,11.5,100.0,2996787599,-11.9,11.6,100.0
"201606","X Unspecified","Imports by countries of origin",782157959,5.8,5.6,100.0,1437734812,3.9,5.3,100.0
"201606","X Unspecified","Exports by countries of destination",310100321,-2.8,2.3,100.0,576635177,-8.3,2.2,100.0
"201603","TOTAL In total","Imports by countries of origin",13066467197,-5.2,100.0,100.0,13066467197,-5.2,100.0,100.0
"201603","TOTAL In total","Exports by countries of destination",12148642915,-6.5,100.0,100.0,12148642915,-6.5,100.0,100.0
"201603","A Agricultural, forestry and fishery products","Imports by countries of origin",470423329,0.7,3.6,100.0,470423329,0.7,3.6,100.0
"201603","A Agricultural, forestry and fishery products","Exports by countries of destination",99858665,-52.1,0.8,100.0,99858665,-52.1,0.8,100.0
"201603","B Mining and quarrying products","Imports by countries of origin",1166134931,-39.7,8.9,100.0,1166134931,-39.7,8.9,100.0
"201603","B Mining and quarrying products","Exports by countries of destination",68542927,-15.6,0.6,100.0,68542927,-15.6,0.6,100.0
"201603","C Industrial products","Imports by countries of origin",10402174745,1.3,79.6,100.0,10402174745,1.3,79.6,100.0
"201603","C Industrial products","Exports by countries of destination",11624772151,-5.4,95.7,100.0,11624772151,-5.4,95.7,100.0
"201603","C 16-18 Forest industry products","Imports by countries of origin",322782276,-2.1,2.5,100.0,322782276,-2.1,2.5,100.0
"201603","C 16-18 Forest industry products","Exports by countries of destination",2854078341,0.2,23.5,100.0,2854078341,0.2,23.5,100.0
"201603","C 19-22 Chemical industry products","Imports by countries of origin",2482462002,-7.4,19.0,100.0,2482462002,-7.4,19.0,100.0
"201603","C 19-22 Chemical industry products","Exports by countries of destination",2221318803,-14.2,18.3,100.0,2221318803,-14.2,18.3,100.0
"201603","C 24-25 Metals and metal products","Imports by countries of origin",1002217878,-4.4,7.7,100.0,1002217878,-4.4,7.7,100.0
"201603","C 24-25 Metals and metal products","Exports by countries of destination",1798474994,-13.1,14.8,100.0,1798474994,-13.1,14.8,100.0
"201603","C 26-27 Electrical and electronics products","Imports by countries of origin",1880090801,3.6,14.4,100.0,1880090801,3.6,14.4,100.0
"201603","C 26-27 Electrical and electronics products","Exports by countries of destination",1486848806,0.3,12.2,100.0,1486848806,0.3,12.2,100.0
"201603","C 28 Machinery and equipment","Imports by countries of origin",1217601048,1.5,9.3,100.0,1217601048,1.5,9.3,100.0
"201603","C 28 Machinery and equipment","Exports by countries of destination",1671392139,-3.6,13.8,100.0,1671392139,-3.6,13.8,100.0
"201603","C 29-30 Vehicles","Imports by countries of origin",1516786771,22.9,11.6,100.0,1516786771,22.9,11.6,100.0
"201603","C 29-30 Vehicles","Exports by countries of destination",693759294,-3.8,5.7,100.0,693759294,-3.8,5.7,100.0
"201603","D Electricity, gas, heat, cooling","Imports by countries of origin",195446578,1.4,1.5,100.0,195446578,1.4,1.5,100.0
"201603","D Electricity, gas, heat, cooling","Exports by countries of destination",38176932,-0.5,0.3,100.0,38176932,-0.5,0.3,100.0
"201603","ZZ Other products","Imports by countries of origin",4644526421,-15.0,35.5,100.0,4644526421,-15.0,35.5,100.0
"201603","ZZ Other products","Exports by countries of destination",1422770538,-8.3,11.7,100.0,1422770538,-8.3,11.7,100.0
"201603","X Unspecified","Imports by countries of origin",655576853,1.8,5.0,100.0,655576853,1.8,5.0,100.0
"201603","X Unspecified","Exports by countries of destination",266534856,-13.9,2.2,100.0,266534856,-13.9,2.2,100.0
"201512","TOTAL In total","Imports by countries of origin",14279459022,-1.9,100.0,100.0,54492966735,-5.7,100.0,100.0
"201512","TOTAL In total","Exports by countries of destination",13723518727,-4.1,100.0,100.0,53880113529,-3.7,100.0,100.0
"201512","A Agricultural, forestry and fishery products","Imports by countries of origin",465461600,2.1,3.3,100.0,1686933921,-9.6,3.1,100.0
"201512","A Agricultural, forestry and fishery products","Exports by countries of destination",131899641,-22.4,1.0,100.0,925849680,21.3,1.7,100.0
"201512","B Mining and quarrying products","Imports by countries of origin",1496951979,-34.5,10.5,100.0,6155067945,-34.8,11.3,100.0
"201512","B Mining and quarrying products","Exports by countries of destination",55899117,-25.8,0.4,100.0,269449627,1.1,0.5,100.0
"201512","C Industrial products","Imports by countries of origin",11189243898,5.2,78.4,100.0,42168331052,0.5,77.4,100.0
"201512","C Industrial products","Exports by countries of destination",13103283778,-3.7,95.5,100.0,50990674722,-4.2,94.6,100.0
"201512","C 16-18 Forest industry products","Imports by countries of origin",322959279,1.8,2.3,100.0,1325765791,0.9,2.4,100.0
"201512","C 16-18 Forest industry products","Exports by countries of destination",2882624760,3.5,21.0,100.0,11553670002,3.3,21.4,100.0
"201512","C 19-22 Chemical industry products","Imports by countries of origin",2563892165,-10.6,18.0,100.0,10526961680,-10.8,19.3,100.0
"201512","C 19-22 Chemical industry products","Exports by countries of destination",2461340312,-19.3,17.9,100.0,10106794129,-21.5,18.8,100.0
"201512","C 24-25 Metals and metal products","Imports by countries of origin",962377581,-0.6,6.7,100.0,4084295454,0.1,7.5,100.0
"201512","C 24-25 Metals and metal products","Exports by countries of destination",1871472165,-8.4,13.6,100.0,7900777802,-2.2,14.7,100.0
"201512","C 26-27 Electrical and electronics products","Imports by countries of origin",2126423113,8.6,14.9,100.0,7696306671,5.8,14.1,100.0
"201512","C 26-27 Electrical and electronics products","Exports by countries of destination",1706484636,-6.4,12.4,100.0,6528880399,-3.2,12.1,100.0
"201512","C 28 Machinery and equipment","Imports by countries of origin",1232218323,3.0,8.6,100.0,4849407636,3.2,8.9,100.0
"201512","C 28 Machinery and equipment","Exports by countries of destination",1894931135,-3.1,13.8,100.0,7288531008,1.3,13.5,100.0
"201512","C 29-30 Vehicles","Imports by countries of origin",1926296366,46.9,13.5,100.0,5649543512,18.7,10.4,100.0
"201512","C 29-30 Vehicles","Exports by countries of destination",1357415514,40.9,9.9,100.0,4014623899,21.7,7.5,100.0
"201512","D Electricity, gas, heat, cooling","Imports by countries of origin",158298498,-19.7,1.1,100.0,635648797,-17.6,1.2,100.0
"201512","D Electricity, gas, heat, cooling","Exports by countries of destination",36273781,7.7,0.3,100.0,147591836,10.5,0.3,100.0
"201512","ZZ Other products","Imports by countries of origin",5145292195,-13.3,36.0,100.0,20360685991,-14.6,37.4,100.0
"201512","ZZ Other products","Exports by countries of destination",1549250205,-8.2,11.3,100.0,6486836290,-1.6,12.0,100.0
"201512","X Unspecified","Imports by countries of origin",774492137,3.5,5.4,100.0,2918365020,6.8,5.4,100.0
"201512","X Unspecified","Exports by countries of destination",328301562,0.6,2.4,100.0,1244935129,-1.6,2.3,100.0
"201509","TOTAL In total","Imports by countries of origin",13374366295,-6.4,100.0,100.0,40213507713,-6.9,100.0,100.0
"201509","TOTAL In total","Exports by countries of destination",13051921579,-5.6,100.0,100.0,40156594802,-3.6,100.0,100.0
"201509","A Agricultural, forestry and fishery products","Imports by countries of origin",340120566,-4.4,2.5,100.0,1221472321,-13.4,3.0,100.0
"201509","A Agricultural, forestry and fishery products","Exports by countries of destination",191190701,16.5,1.5,100.0,793950039,33.8,2.0,100.0
"201509","B Mining and quarrying products","Imports by countries of origin",1568976506,-33.0,11.7,100.0,4658115966,-34.9,11.6,100.0
"201509","B Mining and quarrying products","Exports by countries of destination",75094752,3.4,0.6,100.0,213550510,11.7,0.5,100.0
"201509","C Industrial products","Imports by countries of origin",10337955784,-0.9,77.3,100.0,30979087154,-1.0,77.0,100.0
"201509","C Industrial products","Exports by countries of destination",12399608888,-5.9,95.0,100.0,37887390944,-4.3,94.3,100.0
"201509","C 16-18 Forest industry products","Imports by countries of origin",326503402,1.7,2.4,100.0,1002806512,0.6,2.5,100.0
"201509","C 16-18 Forest industry products","Exports by countries of destination",2857413004,4.2,21.9,100.0,8671045242,3.2,21.6,100.0
"201509","C 19-22 Chemical industry products","Imports by countries of origin",2594906479,-13.6,19.4,100.0,7963069515,-10.9,19.8,100.0
"201509","C 19-22 Chemical industry products","Exports by countries of destination",2720766543,-15.4,20.8,100.0,7645453817,-22.2,19.0,100.0
"201509","C 24-25 Metals and metal products","Imports by countries of origin",994342061,-5.6,7.4,100.0,3121917873,0.3,7.8,100.0
"201509","C 24-25 Metals and metal products","Exports by countries of destination",1859457112,-11.3,14.2,100.0,6029305637,-0.1,15.0,100.0
"201509","C 26-27 Electrical and electronics products","Imports by countries of origin",1913605192,5.6,14.3,100.0,5569883558,4.7,13.9,100.0
"201509","C 26-27 Electrical and electronics products","Exports by countries of destination",1589575521,-10.0,12.2,100.0,4822395763,-2.0,12.0,100.0
"201509","C 28 Machinery and equipment","Imports by countries of origin",1152709993,5.0,8.6,100.0,3617189313,3.2,9.0,100.0
"201509","C 28 Machinery and equipment","Exports by countries of destination",1764352427,0.7,13.5,100.0,5393599873,2.9,13.4,100.0
"201509","C 29-30 Vehicles","Imports by countries of origin",1225335557,21.0,9.2,100.0,3723247146,8.0,9.3,100.0
"201509","C 29-30 Vehicles","Exports by countries of destination",726128082,14.2,5.6,100.0,2657208385,13.8,6.6,100.0
"201509","D Electricity, gas, heat, cooling","Imports by countries of origin",160772204,-20.8,1.2,100.0,477350299,-16.9,1.2,100.0
"201509","D Electricity, gas, heat, cooling","Exports by countries of destination",32262510,18.5,0.2,100.0,111318055,11.4,0.3,100.0
"201509","ZZ Other products","Imports by countries of origin",5166963611,-13.7,38.6,100.0,15215393796,-15.0,37.8,100.0
"201509","ZZ Other products","Exports by countries of destination",1534228890,-5.4,11.8,100.0,4937586085,0.6,12.3,100.0
"201509","X Unspecified","Imports by countries of origin",760580575,7.7,5.7,100.0,2143872883,8.1,5.3,100.0
"201509","X Unspecified","Exports by countries of destination",288004885,-5.4,2.2,100.0,916633567,-2.4,2.3,100.0
"201506","TOTAL In total","Imports by countries of origin",13062626918,-11.6,100.0,100.0,26839141418,-7.2,100.0,100.0
"201506","TOTAL In total","Exports by countries of destination",14107527003,-3.3,100.0,100.0,27104673223,-2.6,100.0,100.0
"201506","A Agricultural, forestry and fishery products","Imports by countries of origin",414379214,-5.1,3.2,100.0,881351755,-16.5,3.3,100.0
"201506","A Agricultural, forestry and fishery products","Exports by countries of destination",394213678,44.0,2.8,100.0,602759338,40.4,2.2,100.0
"201506","B Mining and quarrying products","Imports by countries of origin",1155845768,-55.2,8.8,100.0,3089139460,-35.8,11.5,100.0
"201506","B Mining and quarrying products","Exports by countries of destination",57196821,-14.9,0.4,100.0,138455758,16.8,0.5,100.0
"201506","C Industrial products","Imports by countries of origin",10376174159,-1.6,79.4,100.0,20641131370,-1.1,76.9,100.0
"201506","C Industrial products","Exports by countries of destination",13202718203,-4.4,93.6,100.0,25487782056,-3.6,94.0,100.0
"201506","C 16-18 Forest industry products","Imports by countries of origin",346569719,2.4,2.7,100.0,676303110,0.1,2.5,100.0
"201506","C 16-18 Forest industry products","Exports by countries of destination",2966236654,5.1,21.0,100.0,5813632238,2.7,21.4,100.0
"201506","C 19-22 Chemical industry products","Imports by countries of origin",2686105857,-9.4,20.6,100.0,5368163036,-9.5,20.0,100.0
"201506","C 19-22 Chemical industry products","Exports by countries of destination",2334228437,-34.0,16.5,100.0,4924687274,-25.5,18.2,100.0
"201506","C 24-25 Metals and metal products","Imports by countries of origin",1079111505,3.4,8.3,100.0,2127575812,3.4,7.9,100.0
"201506","C 24-25 Metals and metal products","Exports by countries of destination",2100187464,9.1,14.9,100.0,4169848525,5.8,15.4,100.0
"201506","C 26-27 Electrical and electronics products","Imports by countries of origin",1841010276,2.5,14.1,100.0,3656278366,4.3,13.6,100.0
"201506","C 26-27 Electrical and electronics products","Exports by countries of destination",1749913492,6.2,12.4,100.0,3232820242,2.5,11.9,100.0
"201506","C 28 Machinery and equipment","Imports by countries of origin",1264975241,3.3,9.7,100.0,2464479320,2.4,9.2,100.0
"201506","C 28 Machinery and equipment","Exports by countries of destination",1895133839,5.9,13.4,100.0,3629247446,4.1,13.4,100.0
"201506","C 29-30 Vehicles","Imports by countries of origin",1263331373,-0.3,9.7,100.0,2497911589,2.6,9.3,100.0
"201506","C 29-30 Vehicles","Exports by countries of destination",1209778611,7.6,8.6,100.0,1931080303,13.7,7.1,100.0
"201506","D Electricity, gas, heat, cooling","Imports by countries of origin",123876504,-24.6,0.9,100.0,316578095,-14.7,1.2,100.0
"201506","D Electricity, gas, heat, cooling","Exports by countries of destination",40687549,44.5,0.3,100.0,79055545,8.8,0.3,100.0
"201506","ZZ Other products","Imports by countries of origin",4581522947,-25.4,35.1,100.0,10048430185,-15.7,37.4,100.0
"201506","ZZ Other products","Exports by countries of destination",1852048506,6.5,13.1,100.0,3403357195,3.6,12.6,100.0
"201506","X Unspecified","Imports by countries of origin",739395163,-0.4,5.7,100.0,1383292308,8.3,5.2,100.0
"201506","X Unspecified","Exports by countries of destination",319073902,-1.0,2.3,100.0,628628682,-1.0,2.3,100.0
"201503","TOTAL In total","Imports by countries of origin",13776514500,-2.7,100.0,100.0,13776514500,-2.7,100.0,100.0
"201503","TOTAL In total","Exports by countries of destination",12997146220,-1.9,100.0,100.0,12997146220,-1.9,100.0,100.0
"201503","A Agricultural, forestry and fishery products","Imports by countries of origin",466972541,-24.4,3.4,100.0,466972541,-24.4,3.4,100.0
"201503","A Agricultural, forestry and fishery products","Exports by countries of destination",208545660,34.1,1.6,100.0,208545660,34.1,1.6,100.0
"201503","B Mining and quarrying products","Imports by countries of origin",1933293692,-13.3,14.0,100.0,1933293692,-13.3,14.0,100.0
"201503","B Mining and quarrying products","Exports by countries of destination",81258937,58.4,0.6,100.0,81258937,58.4,0.6,100.0
"201503","C Industrial products","Imports by countries of origin",10264957211,-0.6,74.5,100.0,10264957211,-0.6,74.5,100.0
"201503","C Industrial products","Exports by countries of destination",12285063853,-2.7,94.5,100.0,12285063853,-2.7,94.5,100.0
"201503","C 16-18 Forest industry products","Imports by countries of origin",329733391,-2.3,2.4,100.0,329733391,-2.3,2.4,100.0
"201503","C 16-18 Forest industry products","Exports by countries of destination",2847395584,0.3,21.9,100.0,2847395584,0.3,21.9,100.0
"201503","C 19-22 Chemical industry products","Imports by countries of origin",2682057179,-9.5,19.5,100.0,2682057179,-9.5,19.5,100.0
"201503","C 19-22 Chemical industry products","Exports by countries of destination",2590458837,-15.7,19.9,100.0,2590458837,-15.7,19.9,100.0
"201503","C 24-25 Metals and metal products","Imports by countries of origin",1048464307,3.3,7.6,100.0,1048464307,3.3,7.6,100.0
"201503","C 24-25 Metals and metal products","Exports by countries of destination",2069661061,2.6,15.9,100.0,2069661061,2.6,15.9,100.0
"201503","C 26-27 Electrical and electronics products","Imports by countries of origin",1815268090,6.2,13.2,100.0,1815268090,6.2,13.2,100.0
"201503","C 26-27 Electrical and electronics products","Exports by countries of destination",1482906750,-1.4,11.4,100.0,1482906750,-1.4,11.4,100.0
"201503","C 28 Machinery and equipment","Imports by countries of origin",1199504079,1.5,8.7,100.0,1199504079,1.5,8.7,100.0
"201503","C 28 Machinery and equipment","Exports by countries of destination",1734113607,2.2,13.3,100.0,1734113607,2.2,13.3,100.0
"201503","C 29-30 Vehicles","Imports by countries of origin",1234580216,5.7,9.0,100.0,1234580216,5.7,9.0,100.0
"201503","C 29-30 Vehicles","Exports by countries of destination",721301692,25.5,5.5,100.0,721301692,25.5,5.5,100.0
"201503","D Electricity, gas, heat, cooling","Imports by countries of origin",192701591,-6.9,1.4,100.0,192701591,-6.9,1.4,100.0
"201503","D Electricity, gas, heat, cooling","Exports by countries of destination",38367996,-13.8,0.3,100.0,38367996,-13.8,0.3,100.0
"201503","ZZ Other products","Imports by countries of origin",5466907238,-5.4,39.7,100.0,5466907238,-5.4,39.7,100.0
"201503","ZZ Other products","Exports by countries of destination",1551308689,0.3,11.9,100.0,1551308689,0.3,11.9,100.0
"201503","X Unspecified","Imports by countries of origin",643897145,20.3,4.7,100.0,643897145,20.3,4.7,100.0
"201503","X Unspecified","Exports by countries of destination",309554780,-0.9,2.4,100.0,309554780,-0.9,2.4,100.0
