Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
29880  Leväsjoki-Saarineva (Siikainen),24,17,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29900  Merikarvia Keskus-Rannikko (Merikarvia),653,37,0,179,3,3,34,49,25,23,0,2,5,2,39,25,66,125,20,16,0,0,0
29940  Kuvaskangas (Merikarvia),33,24,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
30100  Forssa Keskus (Forssa),4475,106,6,502,0,29,330,687,187,263,81,70,58,227,316,142,355,929,46,141,0,0,0
30300  Viksberg (Forssa),891,4,0,348,0,14,45,89,70,6,49,1,0,28,39,0,56,129,9,4,0,0,0
30420  Tölö (Forssa),2481,6,9,1395,31,128,144,137,74,37,4,1,4,38,66,107,86,154,42,18,0,0,0
31110  Matku (Forssa),86,36,0,9,0,0,6,17,8,0,0,0,1,0,1,0,0,0,1,7,0,0,0
31130  Koijärvi (Forssa),42,11,0,1,0,0,2,1,2,0,0,0,0,0,2,0,17,0,0,6,0,0,0
31140  Menonen (Urjala),17,4,0,6,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
31160  Nuutajärvi (Urjala),45,6,0,6,0,8,1,6,3,4,0,0,2,2,0,2,2,1,1,1,0,0,0
31170  Savijoki (Forssa),30,25,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31230  Susikas (Tammela),18,11,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0
31250  Teuro (Tammela),44,20,0,10,0,1,5,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
31300  Tammela Keskus (Tammela),671,48,0,62,1,0,46,43,31,23,2,1,2,22,34,23,63,232,7,31,0,0,0
31310  Mustiala (Tammela),46,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0
31340  Porras (Tammela),73,29,0,15,0,0,2,4,9,4,0,0,1,0,0,0,6,2,0,1,0,0,0
31350  Vistinkoski (Tammela),22,3,0,2,0,0,8,0,2,2,1,0,0,0,3,0,0,0,1,0,0,0,0
31370  Eerikkilän Urheiluopisto (Tammela),34,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
31380  Letku-Torro (Tammela),68,12,0,3,0,0,14,0,0,0,0,0,0,1,1,30,0,0,5,0,2,0,0
31400  Somero Keskus (Somero),2012,120,31,342,7,7,129,250,88,96,7,90,16,62,53,41,128,463,23,59,0,0,0
31410  Ylöpirtti (Somero),63,33,0,12,0,0,5,4,4,0,0,0,1,0,1,0,0,2,1,0,0,0,0
31450  Häntälä (Somero),53,37,0,2,0,0,7,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0
31460  Hirsjärvi (Somero),38,18,0,0,0,0,10,1,3,1,0,1,0,2,1,0,0,0,1,0,0,0,0
31470  Somerniemi (Somero),94,38,0,10,0,0,15,2,5,2,4,0,0,4,0,1,6,5,1,1,0,0,0
31490  Terttilä (Somero),55,27,0,1,0,0,8,0,11,2,0,0,0,0,0,0,0,6,0,0,0,0,0
31500  Koski Tl (Koski Tl),814,125,1,142,0,1,80,116,90,35,2,9,1,25,7,30,47,75,1,26,1,0,0
31520  Pitkäjärvi (Somero),116,47,0,16,0,0,25,3,5,0,0,0,0,2,2,0,6,8,0,2,0,0,0
31530  Pyöli (Somero),71,26,0,15,0,0,5,1,3,0,5,0,0,1,3,0,0,10,0,2,0,0,0
31600  Jokioinen Keskus (Jokioinen),1284,15,0,296,0,2,64,55,42,10,4,16,5,379,38,21,81,223,6,27,0,0,0
31610  Vaulammi (Jokioinen),46,12,0,10,0,0,7,6,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0
31620  Latovainio (Jokioinen),41,22,0,3,0,0,5,1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0
31630  Minkiö (Jokioinen),79,23,0,6,0,0,10,1,13,2,0,0,0,0,0,0,0,20,3,1,0,0,0
31640  Humppila Keskus (Humppila),453,56,9,73,2,3,32,77,6,27,0,6,1,4,17,18,14,85,4,19,0,0,0
31650  Venäjänkangas (Humppila),32,18,1,3,0,0,1,1,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0
31700  Urjala Asemanseutu-Hanhisuo (Urjala),228,47,0,24,0,0,80,10,16,9,0,0,0,2,12,0,21,4,1,2,0,0,0
31720  Urjalankylä-Kehro (Urjala),45,16,0,10,0,0,8,1,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31730  Honkola (Urjala),23,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31750  Kehro (Urjala),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
31760  Urjala Keskus (Urjala),881,20,0,212,2,4,18,86,55,30,6,14,12,10,25,38,61,240,17,31,0,0,0
31810  Oriniemi (Punkalaidun),54,39,0,2,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,1,0,0,0
31830  Halkivaha (Urjala),35,12,0,5,0,0,7,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31850  Koskioinen (Punkalaidun),39,32,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31860  Tursa (Urjala),35,28,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31900  Punkalaidun Keskus (Punkalaidun),575,57,0,118,0,1,55,66,13,13,4,6,1,9,13,21,43,122,11,22,0,0,0
31930  Vanttila (Punkalaidun),31,17,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31950  Sadonmaa (Punkalaidun),23,15,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31960  Orisuo (Loimaa),11,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
31970  Kanteenmaa (Punkalaidun),41,28,0,0,1,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32100  Ypäjä Keskus (Ypäjä),502,82,0,43,0,1,30,18,15,31,2,8,4,10,6,16,111,90,15,18,2,0,0
32140  Ypäjä Asemanseutu (Ypäjä),20,13,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32200  Loimaa Keskus (Loimaa),3491,83,5,849,5,5,142,529,96,86,23,43,29,164,90,259,183,753,39,107,1,0,0
32210  Loimaa kk (Loimaa),1124,42,0,395,0,17,64,71,25,2,0,0,1,18,6,22,237,183,12,29,0,0,0
32250  Kojonkulma (Loimaa),63,36,0,4,0,0,7,10,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0
32260  Kojonperä (Loimaa),19,12,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
32270  Metsämaa-Murto (Loimaa),66,18,0,26,0,0,5,0,10,0,0,3,1,0,0,0,0,0,0,3,0,0,0
32280  Metsäkorpi (Loimaa),24,8,0,2,0,0,10,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32300  Mellilä (Loimaa),203,70,10,14,0,0,26,10,27,10,0,3,0,2,1,0,0,23,3,3,1,0,0
32410  Niinijoki (Loimaa),107,54,0,5,0,0,13,5,15,1,2,2,2,6,1,0,0,0,1,0,0,0,0
32430  Ylhäinen (Loimaa),16,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32440  Alastaro Keskus (Loimaa),467,60,0,21,25,0,81,47,24,41,0,5,0,18,43,0,1,87,3,11,0,0,0
32450  Tammiainen (Loimaa),41,39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32500  Oripää Keskus (Oripää),326,80,0,36,0,11,41,10,31,5,0,6,0,5,15,15,12,51,3,5,0,0,0
32520  Latva (Oripää),66,15,1,3,0,0,13,0,7,0,0,0,0,0,27,0,0,0,0,0,0,0,0
32560  Virttaa (Loimaa),69,21,0,18,0,0,11,2,2,2,0,0,1,2,4,0,0,1,3,2,0,0,0
32610  Vampula Keskus (Huittinen),300,50,7,43,9,5,39,12,18,8,1,6,1,18,11,3,12,45,1,11,0,0,0
32620  Rutava (Huittinen),70,39,0,10,0,0,7,4,0,0,0,0,5,1,3,0,0,0,0,1,0,0,0
32700  Huittinen Keskus (Huittinen),3326,167,49,571,2,13,251,552,320,152,27,48,28,76,129,119,230,467,32,93,0,0,0
32710  Sampu (Huittinen),138,43,0,21,0,0,19,1,0,2,0,1,0,1,3,24,19,3,0,1,0,0,0
32730  Keikyä (Sastamala),93,23,0,24,0,0,9,5,19,0,0,0,1,0,0,0,0,9,0,3,0,0,0
32740  Pehula (Sastamala),429,15,1,178,0,0,16,27,9,13,0,2,0,9,3,0,32,104,1,19,0,0,0
32760  Suttila (Huittinen),28,12,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,1,0,0,0,0,0
32770  Huhtamo (Huittinen),35,27,0,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
32800  Kokemäki Keskus (Kokemäki),1388,71,4,191,20,11,66,130,183,50,6,10,1,20,57,68,144,299,16,41,0,0,0
32810  Peipohja (Kokemäki),522,28,0,242,0,0,44,11,15,5,0,0,0,14,13,9,99,31,4,6,1,0,0
32830  Riste (Kokemäki),91,9,4,32,0,0,2,0,20,0,0,0,0,1,3,1,0,19,0,0,0,0,0
32860  Korkeaoja (Kokemäki),24,5,0,2,0,0,2,0,0,0,0,0,0,4,0,0,6,0,0,5,0,0,0
32910  Kauvatsa Asemanseutu (Kokemäki),35,4,0,0,0,0,2,0,7,6,0,0,0,2,4,0,0,10,0,0,0,0,0
32920  Kauvatsa (Kokemäki),72,25,0,0,0,0,2,14,2,0,0,0,0,1,0,0,0,27,0,1,0,0,0
33100  Tampere Keskus (Tampere),29321,11,0,3398,154,85,1453,1990,537,1753,3453,1412,394,4274,1211,3117,1872,2590,911,706,0,0,0
33180  Lapinniemi-Käpylä (Tampere),1333,0,0,2,73,0,23,24,6,45,4,1,76,31,16,6,0,1007,14,5,0,0,0
33200  Tampere Keskus Läntinen (Tampere),5936,54,0,142,0,0,137,788,43,481,1000,152,201,738,269,66,343,790,282,450,0,0,0
33210  Itä-Amuri-Tammerkoski (Tampere),6076,1,0,29,0,0,199,357,43,268,1346,86,184,1114,250,938,136,468,263,394,0,0,0
33230  Länsi-Amuri (Tampere),2145,7,0,42,0,0,46,50,10,120,57,6,25,178,61,16,509,722,257,39,0,0,0
33240  Tahmela (Tampere),209,2,0,2,0,0,6,10,2,23,8,0,3,18,0,0,85,36,9,5,0,0,0
33250  Pispala (Tampere),462,1,0,14,0,0,27,29,7,31,14,0,6,79,14,0,83,82,13,62,0,0,0
33270  Epilä (Tampere),1633,0,9,62,69,1,105,99,28,36,435,2,12,59,68,0,149,456,16,27,0,0,0
33300  Rahola (Tampere),1267,3,0,442,0,0,53,156,43,34,9,3,28,39,193,0,82,153,12,17,0,0,0
33310  Tesoma (Tampere),1231,3,0,412,0,0,81,152,30,100,2,0,1,11,4,7,137,148,103,40,0,0,0
33330  Myllypuro-Kalkku (Tampere),2725,1,0,2016,0,18,177,177,110,60,5,0,2,43,48,0,0,61,1,6,0,0,0
33340  Haukiluoma-Ikuri (Tampere),413,3,0,46,0,0,62,24,77,26,5,1,1,25,4,0,64,63,5,7,0,0,0
33380  Pitkäniemi (Nokia),955,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,928,0,1,0,0,0
33400  Luoteis-Tampere (Tampere),3127,4,1,439,0,1,151,1392,116,171,13,26,22,128,52,0,92,406,52,61,0,0,0
33410  Lentävänniemi (Tampere),291,1,0,10,0,0,36,18,2,28,9,1,2,13,8,4,44,103,3,9,0,0,0
33420  Lamminpää (Tampere),426,1,0,56,0,0,19,76,2,36,11,2,4,43,60,0,39,57,10,10,0,0,0
33430  Vuorentausta (Ylöjärvi),317,0,0,4,0,0,71,13,24,0,2,1,3,12,1,0,67,107,4,8,0,0,0
33450  Siivikkala (Ylöjärvi),282,2,0,14,0,3,29,22,32,43,6,0,2,17,2,0,39,68,2,1,0,0,0
33470  Ylöjärvi Keskus (Ylöjärvi),5052,12,0,1165,18,29,501,805,299,207,19,36,26,226,124,274,210,889,114,98,0,0,0
33480  Manninmäki-Haavisto (Ylöjärvi),970,13,1,16,1,0,138,92,58,31,8,4,12,31,46,5,143,324,2,45,0,0,0
33500  Osmonmäki-Petsamo (Tampere),2116,7,0,43,0,0,93,177,18,134,48,2,75,162,56,1,116,1069,21,94,0,0,0
33520  Keskussairaala-alue-Kauppi (Tampere),9013,0,0,34,1,0,15,12,80,125,206,0,6,256,0,0,1150,6935,163,30,0,0,0
33530  Kissanmaa (Tampere),587,3,0,111,0,0,23,46,74,29,5,1,9,60,68,0,4,113,31,10,0,0,0
33540  Kaleva (Tampere),3424,2,0,32,0,6,128,768,123,105,44,48,100,205,107,518,713,117,278,130,0,0,0
33560  Takahuhti (Tampere),2030,8,0,301,0,0,321,196,119,64,26,7,10,117,20,20,125,617,54,25,0,0,0
33580  Atala-Linnainmaa (Tampere),1838,3,0,435,0,0,116,365,71,81,34,10,11,46,32,17,147,371,42,56,0,0,1
33610  Olkahinen-Tasanne (Tampere),309,2,0,5,0,0,55,16,23,20,2,1,1,49,3,7,35,69,4,17,0,0,0
33680  Aitolahti (Tampere),318,13,0,6,0,33,77,11,25,11,10,0,0,7,2,0,35,66,3,19,0,0,0
33700  Messukylä (Tampere),781,0,0,275,0,0,58,144,58,5,8,0,1,8,100,0,30,48,9,37,0,0,0
33710  Kaukajärvi (Tampere),3690,1,0,1463,0,69,138,427,92,176,35,3,25,141,443,5,188,386,31,67,0,0,0
33720  Hervanta (Tampere),11358,4,0,1366,4,45,396,623,345,266,2309,624,91,872,596,73,2557,874,91,222,0,0,0
33730  Leinola-Vehmainen (Tampere),1480,0,0,637,0,25,196,170,216,36,3,3,7,33,39,0,24,72,10,9,0,0,0
33800  Nekala (Tampere),4449,8,0,302,0,111,753,1103,719,75,56,3,93,336,452,35,200,117,29,57,0,0,0
33820  Koivistonkylä (Tampere),1585,1,0,68,0,0,260,395,154,41,68,5,3,36,16,0,262,228,17,31,0,0,0
33840  Peltolammi (Tampere),2845,0,0,683,0,38,363,1163,257,58,9,0,11,107,36,0,30,44,6,40,0,0,0
33850  Multisilta (Tampere),752,0,0,34,0,41,18,55,321,9,0,0,1,13,41,125,48,40,2,4,0,0,0
33870  Vuores (Tampere),448,1,0,0,2,0,32,29,26,52,8,1,10,37,0,0,64,167,14,5,0,0,0
33880  Höytämö (Lempäälä),1444,0,0,551,0,0,275,203,84,10,11,2,1,27,42,5,107,94,25,7,0,0,0
33900  Härmälä-Rantaperkiö (Tampere),11347,3,11,2725,191,1,477,1560,578,164,985,10,25,645,792,204,135,2726,66,49,0,0,0
33920  Toivio (Pirkkala),244,1,0,2,0,0,16,88,11,6,2,0,1,13,0,0,35,40,28,1,0,0,0
33950  Killo (Pirkkala),1348,1,0,12,0,1,42,607,101,85,14,0,7,80,28,2,106,200,29,32,1,0,0
33960  Suuppa (Pirkkala),5850,0,8,786,0,2,1113,979,517,210,53,50,19,423,132,535,229,634,55,105,0,0,0
33980  Pirkkala kk (Pirkkala),206,7,0,26,0,0,47,12,40,3,3,0,1,6,9,0,26,10,5,11,0,0,0
34110  Lakiala (Ylöjärvi),237,16,0,0,0,0,40,17,13,0,1,0,1,3,7,96,20,17,4,2,0,0,0
34130  Ylinen (Ylöjärvi),160,12,0,5,0,0,53,12,12,0,0,0,2,6,1,0,17,33,1,6,0,0,0
34140  Mutala (Ylöjärvi),101,18,0,4,0,0,24,2,2,7,0,2,1,3,2,0,13,23,0,0,0,0,0
34150  Kyrönlahti (Ylöjärvi),34,6,0,9,0,0,15,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
34180  Länsi-Teisko (Ylöjärvi),32,4,0,0,0,0,15,0,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0
34240  Kämmenteisko (Tampere),335,6,0,6,0,0,66,33,52,22,1,2,3,9,18,2,60,34,10,11,0,0,0
34260  Terälahti (Tampere),133,31,6,1,0,0,14,17,7,32,3,0,1,3,1,0,7,5,0,5,0,0,0
34270  Velaatta (Tampere),43,12,0,2,0,0,8,2,13,0,0,0,0,1,4,0,0,0,1,0,0,0,0
34300  Kuru Keskus (Ylöjärvi),306,32,1,45,0,1,20,25,23,5,0,7,1,3,12,0,34,81,4,12,0,0,0
34320  Parkkuu (Ylöjärvi),31,11,0,3,0,0,3,0,1,0,0,0,1,1,0,0,0,10,0,1,0,0,0
34330  Poikelus (Ylöjärvi),20,14,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0
34410  Murole (Ruovesi),11,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34420  Muroleen Kanava (Ruovesi),10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34430  Kekkonen (Ruovesi),18,7,0,6,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34450  Jäminkipohja (Ruovesi),106,23,0,50,0,0,8,9,0,0,0,0,0,5,4,0,6,0,0,1,0,0,0
34510  Luode (Ylöjärvi),14,7,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
34530  Länsi-Aure (Ylöjärvi),41,1,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0
34550  Itä-Aure (Ylöjärvi),25,10,0,2,0,0,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
34600  Ruovesi Keskus-Nenonen (Ruovesi),991,55,0,218,0,5,40,77,33,25,63,12,4,7,26,40,49,297,9,31,0,0,0
34640  Mustajärvi (Ruovesi),17,9,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
34710  Vaskivesi (Virrat),63,34,0,0,0,0,14,1,5,5,0,0,0,0,0,0,3,1,0,0,0,0,0
34730  Vaskuu (Virrat),10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34740  Koro (Virrat),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
34770  Kurjenkylä (Virrat),20,9,2,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34800  Virrat Keskus (Virrat),1787,69,1,356,43,9,115,217,76,70,12,22,10,56,57,80,106,414,14,60,0,0,0
34870  Visuvesi (Ruovesi),105,24,0,41,0,0,0,8,2,1,0,0,0,3,13,0,5,7,0,1,0,0,0
34910  Äijänneva (Virrat),20,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34930  Liedenpohja (Virrat),70,18,4,15,0,0,3,3,0,0,0,1,0,0,0,0,3,22,0,1,0,0,0
34950  Ohtola (Virrat),25,19,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34970  Toisvesi (Virrat),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
34980  Killinkoski (Virrat),47,5,0,28,0,0,1,0,1,0,0,0,0,0,0,1,0,7,1,3,0,0,0
35100  Orivesi Asemanseutu (Orivesi),408,27,1,16,0,3,48,35,12,20,0,1,0,8,26,0,40,166,3,2,0,0,0
35220  Eräjärvi (Orivesi),77,26,14,2,1,2,4,8,2,2,0,0,0,0,0,0,9,4,1,2,0,0,0
35240  Ristakallio (Orivesi),41,25,0,0,0,0,2,1,5,0,0,0,0,1,6,0,0,1,0,0,0,0,0
35260  Leväslahti (Orivesi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
35270  Västilä (Orivesi),23,11,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35300  Orivesi Keskus (Orivesi),1697,108,7,140,0,11,207,219,97,114,9,50,8,42,71,69,117,327,23,78,0,0,0
35320  Hirsilä (Orivesi),45,8,0,12,0,0,3,3,3,2,0,0,0,2,0,0,8,4,0,0,0,0,0
35400  Länkipohja (Jämsä),238,30,0,102,0,0,17,28,21,5,5,0,0,4,0,0,2,21,2,1,0,0,0
35420  Talviainen (Orivesi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
35480  Längelmäki (Orivesi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
35500  Korkeakoski (Juupajoki),343,15,0,142,0,0,42,23,10,13,0,2,2,26,10,11,23,18,3,3,0,0,0
35520  Pirttikangas (Juupajoki),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
35530  Lyly (Juupajoki),106,4,0,68,0,0,3,2,0,4,0,0,0,1,7,0,0,16,1,0,0,0,0
35540  Juupajoki (Juupajoki),103,22,0,1,0,0,14,17,24,1,0,0,0,1,15,0,7,0,0,1,0,0,0
35550  Salokunta (Juupajoki),33,22,0,2,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0
35600  Halli (Jämsä),963,10,0,782,9,3,15,18,22,5,0,1,0,2,4,1,18,55,1,17,0,0,0
35610  Pihlaisto (Jämsä),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
35630  Suinula-Valkamanperä (Jämsä),10,5,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
35700  Vilppula Keskus (Mänttä-Vilppula),1117,58,11,345,0,0,59,64,68,38,0,3,10,29,18,56,51,281,0,26,0,0,0
35740  Ylä-Vääri (Ruovesi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
35750  Väärinmaja (Ruovesi),27,15,0,1,0,0,4,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
35800  Mänttä (Mänttä-Vilppula),1747,0,0,599,30,11,20,139,60,56,17,19,22,38,85,71,119,325,87,49,0,0,0
35820  Asemakulma-Mustalahti (Mänttä-Vilppula),322,22,0,30,0,0,41,43,13,24,0,0,0,3,35,0,42,59,2,8,0,0,0
35990  Kolho (Mänttä-Vilppula),305,10,0,178,0,0,12,9,5,0,0,2,1,46,1,0,9,31,0,1,0,0,0
36100  Kangasala Asemanseutu (Kangasala),247,0,0,36,0,0,141,19,5,6,0,1,3,7,22,0,1,2,1,3,0,0,0
36110  Ruutana (Kangasala),254,0,0,17,0,0,46,19,28,14,1,1,1,15,3,0,37,59,2,11,0,0,0
36120  Suinula-Haviseva (Kangasala),87,11,0,1,0,0,21,4,2,0,4,0,2,10,0,0,12,4,3,13,0,0,0
36200  Kangasala Keskus (Kangasala),2910,56,0,45,0,27,211,209,66,123,27,42,88,205,163,135,259,1090,59,103,2,0,0
36220  Suorama (Kangasala),2061,2,0,605,5,0,242,324,198,82,7,2,19,74,132,0,59,271,6,33,0,0,0
36240  Nattari (Kangasala),877,6,0,171,0,0,86,216,24,43,1,11,1,17,27,0,127,114,19,14,0,0,0
36270  Huutijärvi (Kangasala),230,56,0,4,0,0,37,9,0,27,5,0,0,13,11,0,31,19,16,2,0,0,0
36280  Pikonlinna (Kangasala),226,0,0,0,0,0,5,1,0,20,0,1,2,0,0,0,0,197,0,0,0,0,0
36340  Tohkala (Kangasala),33,12,0,1,0,0,10,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36420  Sahalahti Keskus (Kangasala),778,22,0,546,0,4,45,16,21,1,1,2,1,8,22,0,39,33,7,9,1,0,0
36430  Pakkala (Kangasala),90,33,0,0,0,0,7,10,28,0,0,0,1,1,0,0,3,0,6,1,0,0,0
36450  Salmentaka (Pälkäne),71,16,0,0,0,0,2,0,2,16,0,0,0,1,2,0,0,0,31,1,0,0,0
36520  Raikku (Kangasala),36,18,0,1,0,0,1,1,2,0,0,0,0,2,1,0,5,1,4,0,0,0,0
36570  Kaivanto (Kangasala),39,16,0,0,0,0,3,7,3,4,1,0,0,2,0,0,0,0,3,0,0,0,0
36600  Pälkäne Keskus (Pälkäne),871,77,0,94,0,7,61,127,50,50,8,4,2,27,15,32,99,179,12,27,0,0,0
36640  Iltasmäki (Pälkäne),87,23,0,13,0,0,25,9,1,1,0,0,0,1,2,0,5,3,3,1,0,0,0
36660  Laitikkala (Pälkäne),45,27,0,4,0,0,2,2,2,1,0,0,0,3,1,0,0,3,0,0,0,0,0
36720  Aitoo (Pälkäne),172,19,0,40,0,0,2,6,2,1,0,0,0,1,1,0,91,4,3,2,0,0,0
36760  Luopioinen Keskus (Pälkäne),243,18,0,54,0,0,14,13,5,19,0,6,1,16,23,0,8,54,1,11,0,0,0
36810  Kuhmalahti Keskus (Kangasala),105,15,0,0,0,0,2,3,4,2,0,0,3,17,4,0,0,48,0,7,0,0,0
36840  Kuhmajärvi (Kangasala),49,8,0,0,0,0,22,6,6,0,0,0,0,1,4,0,0,0,2,0,0,0,0
36880  Vehkajärvi (Kangasala),17,8,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0
36910  Rautajärvi (Pälkäne),47,22,0,0,0,0,2,5,9,2,0,0,0,0,0,0,4,1,0,2,0,0,0
36930  Kyynärö (Pälkäne),68,6,0,1,0,0,2,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37100  Nokia Keskus (Nokia),4061,3,0,1362,21,45,58,371,84,129,34,37,58,189,212,147,278,800,87,146,0,0,0
37120  Koskenmäki (Nokia),1092,12,0,70,0,0,155,240,46,26,10,1,3,34,38,0,172,242,23,19,0,0,1
37130  Alhoniitty (Nokia),330,0,0,0,0,0,46,29,36,2,17,1,7,34,9,0,61,67,12,9,0,0,0
37140  Harjuniitty (Nokia),435,0,0,10,0,5,39,25,33,0,3,0,0,30,53,0,79,152,3,3,0,0,0
37150  Kankaantaka (Nokia),1754,2,0,439,0,34,252,232,209,60,6,0,6,70,101,20,10,289,12,12,0,0,0
37180  Sarkola (Nokia),31,16,0,4,0,0,3,2,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0
37200  Siuro (Nokia),469,34,0,281,0,1,29,9,48,4,2,3,0,11,5,0,17,13,4,8,0,0,0
37210  Kulovesi (Nokia),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
37240  Linnavuori (Nokia),971,0,0,895,1,0,2,9,1,5,1,0,6,2,4,1,9,31,0,4,0,0,0
37310  Tottijärvi (Nokia),93,18,0,6,0,0,12,2,3,0,1,0,0,7,11,2,11,15,1,4,0,0,0
37350  Rämsöö (Vesilahti),15,4,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0
37370  Narva (Vesilahti),169,39,0,0,0,0,12,18,24,6,0,0,1,8,11,3,21,23,1,2,0,0,0
37380  Krääkkiö (Vesilahti),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
37420  Valkkinen (Vesilahti),74,27,0,4,0,0,9,2,2,1,0,0,0,7,1,0,8,10,2,1,0,0,0
