Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
21720  Korpoström (Pargas),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
21740  Utö (Pargas),24,2,0,0,0,0,0,2,15,0,0,0,0,1,2,0,2,0,0,0,0,0,0
21750  Norrskata (Pargas),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
21760  Houtskär Keskus (Pargas),61,13,0,1,0,0,5,10,4,5,0,5,2,3,4,3,4,0,0,2,0,0,0
21770  Mossala (Pargas),20,12,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
21800  Kyrö (Pöytyä),788,71,3,318,0,0,111,40,20,4,7,10,6,20,14,10,65,72,3,14,0,0,0
21820  Kumila (Pöytyä),52,25,2,4,0,0,8,2,3,0,0,0,0,0,0,0,7,0,0,1,0,0,0
21840  Karinainen (Pöytyä),93,15,5,25,0,0,28,2,3,0,0,0,1,1,4,0,9,0,0,0,0,0,0
21860  Auvainen (Pöytyä),65,17,0,1,0,0,14,3,0,1,0,0,0,0,1,0,19,6,3,0,0,0,0
21870  Riihikoski (Pöytyä),700,41,2,71,0,0,48,44,26,36,1,9,3,15,34,57,9,289,4,11,0,0,0
21880  Pöytyä (Pöytyä),88,32,0,1,0,0,6,0,12,0,0,0,0,1,4,0,5,1,0,26,0,0,0
21890  Haveri (Pöytyä),34,27,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21900  Yläne Keskus (Pöytyä),306,54,0,76,0,0,19,27,8,7,1,5,1,15,2,1,23,46,11,10,0,0,0
21930  Uusikartano (Pöytyä),74,46,0,3,0,0,6,1,13,0,0,0,1,1,1,0,0,0,0,2,0,0,0
22100  Maarianhamina (Mariehamn),8936,8,0,338,52,27,373,567,2132,369,466,511,112,342,234,695,545,1706,157,302,0,0,0
22120  Möckelö (Jomala),503,1,0,7,0,0,72,94,219,1,1,0,0,21,3,15,0,66,3,0,0,0,0
22130  Gottby (Jomala),217,24,0,9,0,14,43,17,16,2,0,1,8,6,7,0,22,46,0,2,0,0,0
22140  Önningby (Jomala),118,3,0,20,0,0,57,18,1,1,0,2,0,6,0,0,1,3,2,4,0,0,0
22150  Jomala Centrum (Jomala),765,42,0,70,56,9,52,84,27,23,53,2,3,26,40,1,2,32,217,26,0,0,0
22160  Järsö (Lemland),12,0,0,0,0,0,4,2,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0
22220  Emkarby (Finström),24,4,0,0,0,0,7,2,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0
22240  Hammarland (Hammarland),190,44,10,3,1,0,35,29,4,3,1,1,4,2,12,0,3,31,0,7,0,0,0
22270  Storby (Eckerö),162,45,0,4,0,0,25,2,24,27,3,0,1,3,2,1,17,1,5,2,0,0,0
22310  Pålsböle (Finström),72,20,0,1,0,0,11,0,0,3,2,0,0,1,0,0,19,1,1,13,0,0,0
22320  Ödkarby (Saltvik),69,28,0,25,0,2,5,4,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0
22330  Tjudö (Finström),34,26,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22340  Geta (Geta),58,19,0,2,0,0,17,7,2,7,1,0,0,0,2,0,0,0,1,0,0,0,0
22410  Godby (Finström),408,26,0,132,0,0,44,85,8,24,0,6,11,19,7,0,0,36,0,10,0,0,0
22430  Saltvik (Saltvik),106,18,0,0,0,0,17,5,1,8,1,0,1,0,1,0,0,48,1,5,0,0,0
22520  Tosarby (Sund),104,12,0,11,0,1,3,1,0,21,0,0,0,3,8,13,0,21,2,8,0,0,0
22530  Sund (Sund),48,6,0,0,0,1,8,2,0,1,4,0,1,0,4,0,16,5,0,0,0,0,0
22550  Vårdö (Vårdö),53,35,0,2,0,0,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22610  Lemland (Lemland),127,13,0,4,0,0,33,13,4,6,0,1,0,3,1,0,0,26,1,22,0,0,0
22630  Lumparland (Lumparland),42,18,0,1,0,0,2,4,12,3,0,0,0,0,0,0,0,0,2,0,0,0,0
22710  Ålands Degerby (Föglö),143,16,0,4,0,0,4,74,5,2,0,0,0,1,0,11,14,5,0,7,0,0,0
22720  Sottunga (Sottunga),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22730  Kökar (Kökar),24,4,0,1,0,0,10,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22810  Seglinge (Kumlinge),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22820  Kumlinge (Kumlinge),18,3,0,0,0,0,2,5,1,0,0,0,0,0,4,1,0,0,0,2,0,0,0
22830  Enklinge (Kumlinge),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22840  Lappo (Brändö),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22910  Torsholma (Brändö),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22920  Brändö-Åland (Brändö),46,25,0,0,0,0,2,8,1,4,0,1,0,0,0,0,0,2,0,3,0,0,0
22930  Fiskö (Brändö),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22940  Åva (Brändö),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22950  Jurmo (Brändö),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
23100  Mynämäki Keskus (Mynämäki),1529,212,7,254,1,2,150,153,69,40,1,19,15,39,41,37,117,306,13,53,0,0,0
23120  Mietoinen Keskus (Mynämäki),111,18,0,30,0,0,7,7,4,5,0,0,0,15,2,0,12,8,1,2,0,0,0
23140  Hietamäki (Mynämäki),86,17,0,3,0,0,19,16,4,0,0,0,2,3,4,0,9,7,0,2,0,0,0
23200  Vinkkilä (Vehmaa),316,61,0,64,5,1,33,25,19,10,4,4,0,9,11,16,23,27,2,2,0,0,0
23210  Vehmaa (Vehmaa),274,46,1,2,0,0,32,0,54,11,0,0,1,0,1,0,6,106,0,14,0,0,0
23260  Rautila (Vehmaa),33,7,0,1,0,0,10,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0
23310  Taivassalo (Taivassalo),403,64,2,59,0,0,41,38,37,16,0,4,3,13,19,5,27,59,2,14,0,0,0
23360  Kustavi (Kustavi),252,47,0,26,0,1,32,21,13,12,1,1,3,8,8,22,9,36,5,7,0,0,0
23390  Iniö (Pargas),43,4,0,4,0,0,0,3,3,5,0,0,0,0,1,0,6,16,1,0,0,0,0
23450  Lokalahti (Uusikaupunki),173,32,1,5,0,0,58,14,4,5,2,4,0,0,1,1,9,27,2,8,0,0,0
23500  Uusikaupunki Keskus (Uusikaupunki),6050,44,3,2874,0,31,339,368,215,201,147,57,42,118,174,179,207,932,50,69,0,0,0
23600  Kalanti Keskus (Uusikaupunki),722,66,0,380,0,0,47,52,13,3,0,0,0,34,7,0,38,70,1,11,0,0,0
23660  Kalanti Asemanseutu (Uusikaupunki),61,37,2,1,0,0,9,2,4,0,0,0,0,1,4,0,0,1,0,0,0,0,0
23800  Laitila Keskus (Laitila),3412,281,11,1167,30,26,258,290,123,83,17,32,37,45,90,30,246,561,18,67,0,0,0
23840  Soukainen (Laitila),26,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23880  Suontaka (Laitila),10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
23930  Pyhämaa (Uusikaupunki),47,15,0,4,0,0,8,3,3,2,2,0,0,1,1,0,3,0,0,5,0,0,0
23950  Pyhäranta (Pyhäranta),141,11,0,30,0,1,14,9,0,0,0,0,0,1,2,12,11,37,1,12,0,0,0
23960  Santtio (Pyhäranta),24,2,0,2,0,0,6,0,7,0,0,0,0,1,1,0,0,0,0,5,0,0,0
24100  Salo Keskus (Salo),6291,10,26,1280,6,66,296,1079,227,210,351,270,92,227,342,388,289,766,101,263,2,0,0
24130  Ylhäisi (Salo),1018,14,0,44,9,0,78,39,12,41,5,0,2,22,29,9,50,658,1,5,0,0,0
24240  Rappula (Salo),1569,21,6,127,0,0,31,242,203,31,22,1,11,78,17,43,221,418,43,54,0,0,0
24260  Ollikkala (Salo),622,12,0,9,0,1,48,258,11,15,59,0,2,11,25,0,62,97,6,6,0,0,0
24280  Tupuri-Hähkänä (Salo),838,11,0,432,0,3,67,56,44,7,21,2,6,17,12,0,48,97,2,12,0,0,1
24800  Halikko Keskus (Salo),1338,21,0,85,0,0,59,269,15,217,1,0,8,47,165,50,161,203,9,28,0,0,0
24910  Halikko Asemanseutu (Salo),516,18,0,176,0,0,63,30,98,0,1,2,3,38,18,0,15,50,2,2,0,0,0
25110  Kruusila (Salo),36,18,0,1,0,0,4,3,1,2,0,1,0,1,1,0,0,0,1,3,0,0,0
25130  Muurla (Salo),350,24,2,74,0,0,85,60,4,12,10,0,1,13,12,0,26,18,3,6,0,0,0
25160  Tuohittu (Salo),17,5,0,2,0,0,1,3,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0
25170  Kotalato (Salo),31,5,0,1,0,0,1,0,16,1,0,0,0,0,0,0,0,7,0,0,0,0,0
25180  Romsila (Salo),12,4,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
25190  Inkere (Salo),296,12,0,14,0,0,49,24,38,0,1,8,0,1,1,0,2,140,1,5,0,0,0
25210  Vartsala (Salo),23,8,0,2,0,0,2,0,0,1,0,0,1,2,0,0,0,6,1,0,0,0,0
25230  Angelniemi (Salo),31,13,0,0,0,0,3,1,1,2,0,0,0,3,0,0,8,0,0,0,0,0,0
25240  Hajala (Salo),81,30,0,2,0,0,6,1,2,0,0,0,0,2,1,0,8,27,2,0,0,0,0
25250  Märynummi (Salo),117,7,0,1,0,0,15,13,14,1,0,0,0,0,2,0,6,54,1,3,0,0,0
25260  Vaskio (Salo),116,40,0,22,0,0,12,8,19,0,0,1,0,3,0,0,6,0,1,4,0,0,0
25320  Raatala (Salo),74,39,0,15,2,0,12,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
25330  Kuusjoki Keskus (Salo),159,24,0,4,0,0,25,55,3,2,0,1,0,2,6,0,9,22,0,6,0,0,0
25340  Kanunki (Salo),205,20,0,129,0,0,6,3,14,1,0,0,1,0,3,0,0,26,0,2,0,0,0
25360  Pertteli Keskus (Salo),108,10,0,5,0,0,27,14,4,4,1,0,2,3,6,0,12,8,3,9,0,0,0
25370  Hiisi (Salo),90,43,0,8,0,0,11,3,7,0,0,0,1,8,2,0,4,0,0,3,0,0,0
25380  Rekijoki (Salo),53,24,0,7,0,0,5,3,6,0,1,0,1,2,0,0,0,4,0,0,0,0,0
25390  Kiikala Keskus (Salo),231,38,3,80,0,0,28,7,36,2,0,4,0,1,4,0,7,10,1,10,0,0,0
25410  Suomusjärvi Keskus (Salo),249,34,0,19,1,0,6,49,3,23,0,0,1,2,6,0,9,85,1,10,0,0,0
25420  Lahnajärvi (Salo),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
25430  Kettula (Salo),10,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25460  Toija (Salo),221,34,0,80,1,0,23,15,8,3,4,0,0,5,8,0,10,25,3,2,0,0,0
25470  Kisko kk (Salo),24,6,0,1,0,0,8,2,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0
25500  Perniö Keskus (Salo),1072,80,4,227,1,10,114,103,45,12,3,10,10,25,24,8,62,288,7,39,0,0,0
25520  Perniö Asemanseutu (Salo),142,41,9,40,0,0,18,10,12,0,0,0,1,0,2,0,5,2,0,2,0,0,0
25540  Knaapila (Salo),16,9,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
25550  Aijala (Salo),13,2,0,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25560  Koski Asemanseutu (Salo),11,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
25570  Teijo-Mathildedal (Salo),144,5,0,105,0,0,3,3,3,3,1,0,2,0,3,0,4,5,5,2,0,0,0
25610  Ylönkylä (Salo),135,39,0,19,0,2,34,2,2,0,0,0,2,1,1,0,0,33,0,0,0,0,0
25630  Finby (Salo),53,5,0,4,0,0,9,5,2,3,0,0,0,1,6,0,4,9,1,4,0,0,0
25640  Förby (Salo),60,5,5,24,0,0,12,0,7,0,0,0,0,2,3,0,0,1,1,0,0,0,0
25650  Strömma (Kimitoön),25,8,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0
25660  Mathildedal (Salo),30,0,0,12,0,0,0,0,0,9,0,0,0,2,6,0,0,0,0,1,0,0,0
25700  Kemiö Keskus (Kimitoön),763,56,31,12,0,0,43,119,23,44,22,11,9,19,44,10,108,199,1,12,0,0,0
25710  Vreta-Vestlax (Kimitoön),52,2,0,12,0,0,6,1,13,0,1,0,0,0,3,0,0,5,8,1,0,0,0
25730  Mjösund (Kimitoön),66,11,0,50,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
25760  Kiila (Kimitoön),14,6,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25810  Mark (Kimitoön),10,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25820  Vestlax (Kimitoön),12,3,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
25830  Västanfjärd Keskus (Kimitoön),73,9,0,0,0,0,17,9,4,2,1,0,0,2,2,0,1,23,0,3,0,0,0
25840  Nivelax (Kimitoön),62,11,0,4,0,0,18,1,10,0,1,0,0,1,0,0,7,7,0,2,0,0,0
25860  Björkboda (Kimitoön),81,9,0,2,0,0,4,2,1,0,0,0,0,2,1,60,0,0,0,0,0,0,0
25870  Dragsfjärd (Kimitoön),201,25,0,11,0,0,35,21,7,3,1,1,2,7,1,0,0,60,0,27,0,0,0
25900  Taalintehdas (Kimitoön),480,4,0,31,0,1,42,36,16,12,0,1,13,19,15,69,45,142,28,6,0,0,0
25910  Vänoxa (Kimitoön),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
25930  Kasnäs (Kimitoön),95,1,0,59,0,0,1,7,1,22,0,0,0,0,1,0,0,0,3,0,0,0,0
25940  Hiittinen (Kimitoön),20,0,0,0,0,0,1,2,0,0,1,0,0,0,0,11,0,5,0,0,0,0,0
25950  Rosala-Kasnäs-Hitis (Kimitoön),18,0,0,5,0,0,4,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0
25960  Högsåra (Kimitoön),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
26100  Rauma Keskus (Rauma),11670,10,0,2943,33,22,525,1257,874,524,237,145,93,631,700,573,763,1824,229,286,1,0,0
26200  Merirauma-Kappelinluhta (Rauma),252,4,0,10,0,1,35,33,10,14,4,0,0,11,15,0,8,97,3,7,0,0,0
26410  Kaaro (Rauma),115,4,0,35,0,2,34,10,4,0,0,0,0,0,3,0,17,0,3,3,0,0,0
26510  Uotila (Rauma),1251,6,0,853,0,15,47,39,53,24,2,0,3,20,38,5,77,42,7,20,0,0,0
26560  Kolla (Rauma),95,11,0,12,0,0,23,15,14,0,0,0,0,3,6,0,0,11,0,0,0,0,0
26660  Paroalho (Rauma),244,2,0,8,0,28,36,64,10,0,2,1,0,9,15,0,24,37,2,6,0,0,0
26720  Monnanummi (Rauma),54,0,0,0,0,0,2,0,10,0,0,0,0,1,10,0,0,31,0,0,0,0,0
26740  Vasarainen (Rauma),51,7,0,7,0,0,1,5,19,0,0,1,0,1,1,0,6,1,1,1,0,0,0
26820  Sampaanala (Rauma),650,16,0,319,0,5,131,30,49,9,2,0,1,21,36,0,1,29,1,0,0,0,0
26840  Kortela (Rauma),80,3,0,0,0,0,5,41,7,0,1,0,0,4,1,0,6,10,1,1,0,0,0
26910  Unaja (Rauma),51,2,0,10,0,0,11,1,7,0,0,0,0,2,1,0,13,3,0,1,0,0,0
26930  Vermuntila (Rauma),25,4,0,0,0,0,3,5,4,1,0,0,0,2,4,0,0,2,0,0,0,0,0
26950  Voiluoto (Rauma),42,5,0,12,0,0,15,0,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0
27100  Eurajoki Keskus (Eurajoki),1295,46,11,85,1,7,140,111,26,48,12,23,6,40,74,44,222,338,20,41,0,0,0
27110  Irjanne (Eurajoki),51,14,0,4,0,0,3,3,3,0,0,1,1,1,11,0,4,0,2,4,0,0,0
27130  Eurajoki asemanseutu (Eurajoki),48,21,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27150  Lapijoki (Eurajoki),109,10,0,41,0,0,36,3,12,0,0,0,0,0,0,0,2,4,0,1,0,0,0
27160  Olkiluoto (Eurajoki),1287,0,12,9,922,81,18,2,28,26,0,0,0,9,179,0,0,1,0,0,0,0,0
27170  Kuivalahti (Eurajoki),16,6,0,1,0,0,2,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0
27220  Ala-Kieri (Rauma),40,16,0,4,0,0,13,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
27230  Lappi (Rauma),641,48,0,376,0,0,36,23,48,1,0,8,1,4,2,0,21,62,1,10,0,0,0
27250  Kodiksami (Rauma),17,7,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0
27260  Kuolimaa (Rauma),17,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
27310  Kodisjoki (Rauma),44,10,0,1,0,0,11,8,2,0,1,0,0,1,2,0,5,1,1,1,0,0,0
27320  Ihode (Pyhäranta),233,2,0,171,0,0,17,20,3,1,0,1,0,1,1,0,12,2,0,2,0,0,0
27340  Reila (Pyhäranta),20,4,0,1,0,0,1,2,5,0,0,0,0,0,0,0,6,1,0,0,0,0,0
27400  Kiukainen Keskus (Eura),342,86,0,13,0,14,94,21,6,0,0,0,1,4,0,5,10,78,0,10,0,0,0
27420  Panelia Asemanseutu (Eura),46,22,0,10,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27430  Panelia (Eura),412,48,0,211,43,0,11,41,21,5,0,0,3,3,5,0,12,3,0,6,0,0,0
27450  Harola (Eura),11,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
27500  Kauttua (Eura),971,7,0,539,34,2,73,49,77,22,2,0,8,28,14,0,34,39,2,41,0,0,0
27510  Eura Keskus (Eura),1907,58,2,466,0,31,88,207,105,42,11,30,31,29,133,95,98,408,28,45,0,0,0
27600  Hinnerjoki (Eura),140,24,0,38,0,0,6,21,39,1,0,0,0,0,0,0,5,0,1,5,0,0,0
27640  Honkilahti kk (Eura),32,17,0,8,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
27650  Honkilahti (Eura),72,7,0,0,0,0,1,4,2,3,0,3,0,1,0,0,10,41,0,0,0,0,0
27670  Mannila (Eura),21,13,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27710  Köyliö Keskus (Säkylä),283,29,0,115,0,5,28,16,6,4,0,7,1,12,3,0,12,41,0,4,0,0,0
27730  Tuiskula (Säkylä),42,25,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0
27740  Voitoinen (Säkylä),17,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
27750  Yttilä (Säkylä),77,5,0,0,0,0,9,0,2,2,0,0,0,1,0,58,0,0,0,0,0,0,0
27800  Säkylä Keskus (Säkylä),1899,50,10,321,16,0,72,85,64,43,7,10,4,40,32,712,82,291,8,52,0,0,0
27820  Iso-Vimma (Säkylä),510,2,0,394,0,0,7,1,41,4,2,0,0,8,1,0,0,47,0,3,0,0,0
27840  Kakkuri (Säkylä),78,11,6,0,0,0,11,0,17,0,0,0,1,1,0,0,8,21,0,2,0,0,0
27860  Vuori (Säkylä),76,29,0,0,0,0,12,0,5,26,0,0,1,0,2,0,0,0,0,1,0,0,0
27910  Huovinrinne (Säkylä),80,1,0,25,0,0,0,0,0,16,0,0,30,0,2,0,0,0,0,6,0,0,0
27920  Otajoki (Säkylä),22,8,0,1,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
28100  Pori Keskus (Pori),10710,22,1,861,194,36,442,1372,133,830,767,360,239,882,529,1434,456,1261,460,430,0,0,1
28120  Käppärä-Isomäki (Pori),1700,3,0,152,0,0,39,53,19,80,1,0,8,81,57,45,33,1081,19,29,0,0,0
28130  Impola (Pori),3281,20,1,447,5,16,221,977,88,124,52,5,15,112,244,16,510,250,62,116,0,0,0
28190  Pormestarinluoto (Pori),712,12,0,16,0,17,68,38,135,2,0,0,1,4,28,0,57,319,1,14,0,0,0
28200  Toejoki (Pori),416,10,0,45,0,0,59,144,31,3,2,1,1,17,4,0,22,55,5,17,0,0,0
28220  Ruosniemi (Pori),499,12,0,59,0,0,104,71,31,14,5,2,10,26,7,0,25,118,2,13,0,0,0
28240  Isojoenranta (Pori),126,0,0,9,0,0,95,4,1,7,1,0,1,1,1,0,2,1,1,2,0,0,0
28260  Harjunpää (Ulvila),135,14,0,34,0,0,35,2,14,0,1,0,0,0,2,0,12,16,1,4,0,0,0
28300  Kalaholma-Väinölä (Pori),188,3,0,13,0,2,29,34,6,12,2,0,0,9,1,0,12,53,4,8,0,0,0
28330  Koivistonluoto (Pori),1181,0,0,922,0,0,18,15,41,26,1,0,2,4,10,0,29,103,2,8,0,0,0
28360  Vanhakoivisto (Pori),781,5,0,6,0,1,66,358,159,20,3,1,5,22,27,0,0,77,17,14,0,0,0
28370  Sampola (Pori),490,2,0,2,0,0,4,13,15,8,0,3,3,2,8,0,38,384,1,6,1,0,0
28400  Ulvila Keskus (Ulvila),2252,8,0,1033,1,9,205,155,94,66,23,3,18,199,43,4,190,130,24,47,0,0,0
28430  Kartano-Harmaalinna (Pori),825,1,0,94,0,14,224,202,182,4,3,0,0,16,6,0,0,8,1,70,0,0,0
28450  Vanha-Ulvila (Ulvila),873,29,0,8,0,7,49,14,18,4,2,3,1,23,45,73,39,544,2,12,0,0,0
28500  Keskussairaala-alue-Tiilimäki (Pori),3530,0,0,0,0,0,3,19,25,25,11,0,10,2,37,8,100,3230,58,2,0,0,0
28540  Pinomäki (Pori),153,6,1,10,0,0,57,7,4,1,0,0,0,1,0,1,61,1,3,0,0,0,0
28560  Lattomeri (Pori),36,7,0,2,0,0,6,0,13,1,0,0,0,4,1,0,0,0,0,2,0,0,0
28580  Niittymaa (Pori),75,7,0,44,0,0,2,2,9,6,0,0,1,0,2,0,0,1,0,1,0,0,0
28600  Vähärauma (Pori),2395,76,0,314,0,27,132,147,286,61,19,5,4,288,223,59,466,256,10,22,0,0,0
28610  Musa-Tiiliruukki (Pori),903,8,31,66,0,0,177,409,29,4,8,4,6,15,10,0,1,71,14,50,0,0,0
28660  Pietniemi-Leppäkorpi (Pori),161,24,3,12,0,0,34,13,30,7,1,0,2,3,9,0,2,15,2,4,0,0,0
28760  Kyläsaari (Pori),673,13,0,186,0,23,214,37,9,4,3,1,2,12,94,0,14,52,2,6,0,0,1
28800  Pihlava (Pori),400,0,0,81,0,0,30,43,30,20,1,0,0,10,13,1,58,87,6,20,0,0,0
28840  Yyteri-Kaanaa (Pori),375,1,0,230,41,0,7,7,4,31,1,0,0,14,13,17,1,0,6,2,0,0,0
28880  Mäntyluoto (Pori),363,1,0,130,0,9,0,2,186,7,0,0,0,0,0,28,0,0,0,0,0,0,0
28900  Tahkoluoto-Reposaari (Pori),179,16,0,48,4,32,6,11,23,16,1,0,2,1,2,0,7,4,1,5,0,0,0
29100  Luvia Keskus (Eurajoki),522,34,0,187,0,7,91,41,5,10,0,6,5,19,8,0,8,91,2,8,0,0,0
29180  Peränkylä (Eurajoki),33,13,0,15,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0
29200  Harjavalta Keskus (Harjavalta),3570,27,0,1315,52,32,263,153,233,103,6,13,13,59,181,100,118,833,15,54,0,0,0
29250  Nakkila Keskus (Nakkila),1254,42,0,345,0,14,84,83,42,31,6,24,2,49,60,41,124,269,6,29,0,0,3
29270  Hormisto (Nakkila),42,17,0,2,0,0,2,7,2,0,0,0,2,0,2,0,6,0,1,1,0,0,0
29280  Järvimaa (Nakkila),21,11,0,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29310  Kaasmarkku (Ulvila),84,13,0,14,0,0,21,5,17,0,1,0,0,1,4,0,7,0,1,0,0,0,0
29320  Leineperi (Ulvila),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29340  Kullaa Keskus (Ulvila),206,42,0,5,3,0,16,3,15,16,0,0,2,2,1,0,50,47,1,3,0,0,0
29350  Palus (Ulvila),15,7,0,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29570  Söörmarkku (Pori),241,14,0,72,0,14,63,23,30,0,0,0,0,1,2,0,4,17,0,1,0,0,0
29600  Noormarkku Keskus (Pori),1104,51,0,95,0,7,172,96,38,61,4,2,2,41,25,2,68,397,4,39,0,0,0
29630  Pomarkku Keskus (Pomarkku),403,32,0,106,0,0,17,27,27,11,5,0,2,8,14,17,30,92,2,13,0,0,0
29640  Honkakoski (Pomarkku),44,11,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29680  Kairila (Pori),54,23,0,0,0,0,4,0,17,0,0,0,0,0,1,2,0,7,0,0,0,0,0
29700  Ahlainen (Pori),102,13,0,1,0,0,13,22,30,2,0,0,2,1,1,0,6,7,0,4,0,0,0
29720  Lamppi (Pori),10,2,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0
29740  Etelämaa (Merikarvia),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29750  Pohjansaha (Merikarvia),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29760  Köörtilä (Merikarvia),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29790  Tuorila (Merikarvia),157,27,1,19,0,31,26,29,3,7,0,0,0,0,3,0,0,9,0,1,0,0,1
29810  Siikainen Keskus (Siikainen),251,29,0,78,11,1,14,15,6,7,0,0,0,4,5,14,22,33,2,10,0,0,0
29830  Sammi (Siikainen),23,10,0,1,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
29860  Otamo (Siikainen),10,5,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
