Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
21610  Kirjala (Pargas),378,14,0,12,0,0,54,6,3,10,0,0,0,2,0,0,34,234,1,8,0,0,0
21620  Kuusisto (Kaarina),239,6,0,13,0,0,40,28,31,10,9,2,2,22,23,0,16,29,2,6,0,0,0
21630  Lielahti (Pargas),61,8,0,5,3,0,14,11,5,3,1,0,0,5,4,0,0,1,0,1,0,0,0
21650  Lillandet (Pargas),84,54,0,7,0,0,3,7,2,7,0,0,0,1,3,0,0,0,0,0,0,0,0
21660  Nauvo Keskus (Pargas),266,11,0,31,0,1,21,30,14,18,2,12,3,14,12,19,21,49,2,6,0,0,0
21670  Mattnäs-Nötö (Pargas),23,15,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21680  Nötö (Pargas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21710  Korppoo Keskus-Utö (Pargas),168,30,0,8,0,2,16,15,1,18,1,16,0,13,8,6,20,12,0,2,0,0,0
21720  Korpoström (Pargas),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
21740  Utö (Pargas),29,2,0,0,0,0,0,2,19,0,0,0,0,1,3,0,2,0,0,0,0,0,0
21750  Norrskata (Pargas),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
21760  Houtskär Keskus (Pargas),89,15,0,1,0,1,4,10,27,9,0,1,1,3,4,4,5,0,0,4,0,0,0
21770  Mossala (Pargas),24,12,0,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
21800  Kyrö (Pöytyä),804,82,4,314,0,0,107,44,24,3,8,9,5,23,17,10,81,53,3,17,0,0,0
21820  Kumila (Pöytyä),52,26,3,7,0,0,6,2,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0
21840  Karinainen (Pöytyä),92,16,0,18,0,0,40,2,4,0,0,0,1,0,3,0,8,0,0,0,0,0,0
21860  Auvainen (Pöytyä),52,17,0,0,0,0,12,2,0,1,0,0,0,0,2,0,11,5,2,0,0,0,0
21870  Riihikoski (Pöytyä),761,45,1,77,0,0,38,54,35,36,2,14,4,14,36,60,8,319,2,16,0,0,0
21880  Pöytyä (Pöytyä),84,34,0,2,0,0,7,0,14,0,0,0,0,1,6,0,5,1,4,10,0,0,0
21890  Haveri (Pöytyä),36,29,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21900  Yläne Keskus (Pöytyä),296,47,0,75,0,0,16,34,13,6,2,4,2,16,2,2,20,32,12,13,0,0,0
21930  Uusikartano (Pöytyä),71,43,0,4,0,0,8,1,9,0,0,0,0,3,0,1,0,0,0,2,0,0,0
22100  Maarianhamina (Mariehamn),9252,3,0,385,60,29,378,640,2117,445,465,511,111,298,261,747,516,1821,156,309,0,0,0
22120  Möckelö (Jomala),551,0,0,8,0,0,85,94,257,0,0,1,1,31,3,0,0,67,2,2,0,0,0
22130  Gottby (Jomala),195,22,0,4,0,12,51,19,2,2,0,0,7,4,7,0,18,45,1,1,0,0,0
22140  Önningby (Jomala),91,5,0,21,0,0,34,7,1,0,0,0,0,9,0,0,1,2,2,9,0,0,0
22150  Jomala Centrum (Jomala),820,39,0,78,40,10,60,90,24,39,55,0,0,18,25,30,0,57,233,22,0,0,0
22160  Järsö (Lemland),12,0,0,0,0,0,5,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
22220  Emkarby (Finström),32,4,0,1,0,0,7,1,0,3,0,0,0,1,0,0,7,8,0,0,0,0,0
22240  Hammarland (Hammarland),157,43,8,4,1,0,20,37,6,1,1,0,4,2,7,0,2,9,0,12,0,0,0
22270  Storby (Eckerö),148,42,0,4,0,0,30,6,23,23,2,0,0,4,0,0,1,3,4,6,0,0,0
22310  Pålsböle (Finström),55,24,0,1,0,0,9,0,0,5,2,0,0,1,0,0,0,0,1,12,0,0,0
22320  Ödkarby (Saltvik),109,30,3,31,0,2,7,6,2,20,0,0,0,0,1,0,0,0,6,1,0,0,0
22330  Tjudö (Finström),25,19,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22340  Geta (Geta),46,20,0,2,0,0,12,5,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0
22410  Godby (Finström),368,24,0,141,0,0,46,77,5,3,0,6,10,20,8,0,0,22,0,6,0,0,0
22430  Saltvik (Saltvik),95,18,0,1,0,0,15,7,1,4,1,0,0,2,2,0,0,39,1,4,0,0,0
22520  Tosarby (Sund),104,16,0,11,0,1,3,1,0,26,0,0,0,2,9,10,0,18,1,6,0,0,0
22530  Sund (Sund),30,5,0,0,0,1,8,0,6,0,6,0,0,1,2,0,0,1,0,0,0,0,0
22550  Vårdö (Vårdö),62,43,0,0,0,0,13,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22610  Lemland (Lemland),140,14,0,3,0,0,40,17,8,8,0,1,0,4,1,0,0,25,0,19,0,0,0
22630  Lumparland (Lumparland),45,20,0,1,0,0,2,6,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22710  Ålands Degerby (Föglö),130,14,0,4,0,0,4,74,8,0,1,1,0,0,0,2,12,2,0,8,0,0,0
22720  Sottunga (Sottunga),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22730  Kökar (Kökar),33,3,0,0,0,0,11,1,9,4,0,0,0,0,5,0,0,0,0,0,0,0,0
22810  Seglinge (Kumlinge),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22820  Kumlinge (Kumlinge),22,3,0,0,0,0,2,6,4,0,1,0,0,0,4,0,0,0,0,2,0,0,0
22830  Enklinge (Kumlinge),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22840  Lappo (Brändö),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22910  Torsholma (Brändö),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22920  Brändö-Åland (Brändö),48,24,0,0,0,0,4,7,4,3,0,1,0,0,0,0,0,2,0,3,0,0,0
22930  Fiskö (Brändö),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22940  Åva (Brändö),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
22950  Jurmo (Brändö),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
23100  Mynämäki Keskus (Mynämäki),1556,230,3,253,0,2,178,153,88,46,1,23,13,30,48,35,110,282,13,48,0,0,0
23120  Mietoinen Keskus (Mynämäki),116,21,0,34,0,0,6,6,7,0,0,0,0,14,2,0,14,9,1,2,0,0,0
23140  Hietamäki (Mynämäki),78,18,0,3,0,0,19,12,6,2,0,0,0,0,3,0,4,9,1,1,0,0,0
23200  Vinkkilä (Vehmaa),353,58,3,72,2,8,30,29,23,12,11,4,0,10,16,17,26,25,4,3,0,0,0
23210  Vehmaa (Vehmaa),283,51,2,3,0,0,25,3,54,12,0,0,1,3,2,0,8,107,0,12,0,0,0
23260  Rautila (Vehmaa),26,5,0,2,0,0,8,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23310  Taivassalo (Taivassalo),444,64,1,84,0,0,49,47,38,11,0,6,3,17,7,5,27,65,5,15,0,0,0
23360  Kustavi (Kustavi),251,48,0,24,0,1,32,21,16,18,1,1,2,8,6,19,7,33,5,9,0,0,0
23390  Iniö (Pargas),41,6,0,4,0,0,0,1,3,5,0,0,0,0,1,0,4,15,2,0,0,0,0
23450  Lokalahti (Uusikaupunki),181,33,2,6,0,0,61,13,6,5,3,6,0,1,3,0,9,24,3,6,0,0,0
23500  Uusikaupunki Keskus (Uusikaupunki),7895,60,3,4467,10,33,363,424,283,203,149,70,36,122,171,168,196,1005,54,78,0,0,0
23600  Kalanti Keskus (Uusikaupunki),695,60,0,346,0,0,41,59,12,4,0,5,0,33,7,0,38,80,1,9,0,0,0
23660  Kalanti Asemanseutu (Uusikaupunki),54,37,3,0,0,0,6,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23800  Laitila Keskus (Laitila),3456,279,12,1174,31,25,250,293,126,98,19,28,34,63,90,66,219,546,17,86,0,0,0
23840  Soukainen (Laitila),45,5,0,26,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23880  Suontaka (Laitila),13,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
23930  Pyhämaa (Uusikaupunki),76,16,0,33,0,0,10,2,3,2,2,0,0,0,2,0,2,0,0,4,0,0,0
23950  Pyhäranta (Pyhäranta),139,10,0,28,0,1,17,9,7,0,0,0,0,2,0,12,8,34,1,10,0,0,0
23960  Santtio (Pyhäranta),25,3,0,1,0,0,4,0,11,0,0,0,0,1,1,0,0,0,0,4,0,0,0
24100  Salo Keskus (Salo),6302,9,24,1264,6,62,320,1112,255,201,325,251,103,230,357,396,266,740,122,259,0,0,0
24130  Ylhäisi (Salo),1260,34,0,22,9,0,80,32,13,13,13,0,2,17,35,8,52,925,1,4,0,0,0
24240  Rappula (Salo),1679,19,4,201,0,0,32,234,201,31,39,3,12,67,23,40,222,426,43,82,0,0,0
24260  Ollikkala (Salo),588,11,0,10,0,0,42,246,11,10,57,1,0,6,31,0,58,95,6,4,0,0,0
24280  Tupuri-Hähkänä (Salo),862,13,0,432,0,5,73,49,41,5,23,3,0,20,26,0,52,101,7,12,0,0,0
24800  Halikko Keskus (Salo),1360,30,0,89,0,0,77,245,15,217,2,0,9,56,186,51,147,201,12,23,0,0,0
24910  Halikko Asemanseutu (Salo),526,14,0,199,0,1,64,29,86,6,0,2,1,43,11,0,15,49,3,3,0,0,0
25110  Kruusila (Salo),41,17,0,8,0,0,5,1,1,3,0,1,0,1,1,0,0,0,0,3,0,0,0
25130  Muurla (Salo),343,22,2,92,0,0,77,42,7,11,7,0,1,10,13,0,35,13,3,8,0,0,0
25160  Tuohittu (Salo),21,5,0,1,0,0,3,3,0,0,2,0,0,2,0,0,0,1,2,2,0,0,0
25170  Kotalato (Salo),24,7,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,5,0,0,0,0,0
25180  Romsila (Salo),20,7,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25190  Inkere (Salo),263,10,0,35,0,0,23,20,39,0,1,5,1,0,0,0,9,115,1,4,0,0,0
25210  Vartsala (Salo),17,4,0,0,0,0,2,0,0,1,0,0,1,3,0,0,0,6,0,0,0,0,0
25230  Angelniemi (Salo),29,14,0,1,0,0,3,0,1,0,0,0,0,3,0,0,7,0,0,0,0,0,0
25240  Hajala (Salo),139,27,0,2,0,0,7,2,5,0,1,0,0,9,5,0,5,69,7,0,0,0,0
25250  Märynummi (Salo),107,6,0,1,0,0,18,11,15,1,0,0,0,0,0,0,6,46,0,3,0,0,0
25260  Vaskio (Salo),124,46,0,20,0,0,17,9,19,0,0,1,0,3,0,0,6,0,1,2,0,0,0
25320  Raatala (Salo),81,43,0,17,1,0,13,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25330  Kuusjoki Keskus (Salo),171,28,0,6,0,0,25,50,5,1,0,1,0,1,7,0,11,29,1,6,0,0,0
25340  Kanunki (Salo),226,20,0,144,0,0,7,3,16,2,0,0,0,1,0,0,3,29,0,1,0,0,0
25360  Pertteli Keskus (Salo),133,10,0,6,0,0,27,21,6,2,4,0,2,7,11,0,9,16,3,9,0,0,0
25370  Hiisi (Salo),88,45,0,9,0,0,13,5,3,0,0,0,0,3,2,0,4,0,0,4,0,0,0
25380  Rekijoki (Salo),61,31,0,5,0,0,7,5,7,0,1,0,1,1,0,0,0,3,0,0,0,0,0
25390  Kiikala Keskus (Salo),285,41,5,80,0,0,31,28,58,1,0,4,1,2,4,0,7,13,1,9,0,0,0
25410  Suomusjärvi Keskus (Salo),242,33,0,21,0,0,8,30,4,33,0,0,0,1,5,0,8,90,1,8,0,0,0
25420  Lahnajärvi (Salo),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
25430  Kettula (Salo),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
25460  Toija (Salo),202,36,0,61,1,0,20,20,8,1,4,0,0,5,5,0,9,27,3,2,0,0,0
25470  Kisko kk (Salo),26,9,0,1,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0
25500  Perniö Keskus (Salo),1133,86,6,234,2,10,103,126,38,16,5,12,16,17,21,7,60,324,8,42,0,0,0
25520  Perniö Asemanseutu (Salo),151,37,6,57,0,0,20,8,12,2,0,0,0,0,2,0,5,2,0,0,0,0,0
25540  Knaapila (Salo),15,8,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
25550  Aijala (Salo),12,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25560  Koski Asemanseutu (Salo),16,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
25570  Teijo-Mathildedal (Salo),141,7,0,94,0,0,6,3,1,7,1,0,1,0,2,0,5,6,8,0,0,0,0
25610  Ylönkylä (Salo),157,39,0,16,0,2,48,2,3,6,0,0,2,3,0,0,0,36,0,0,0,0,0
25630  Finby (Salo),58,5,0,4,0,0,12,7,2,4,0,0,0,1,7,0,4,7,1,4,0,0,0
25640  Förby (Salo),80,9,5,39,0,0,11,2,8,0,0,0,0,2,2,0,0,1,1,0,0,0,0
25650  Strömma (Kimitoön),25,9,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0
25660  Mathildedal (Salo),43,0,0,7,0,0,0,0,0,20,2,0,0,4,8,0,0,0,0,2,0,0,0
25700  Kemiö Keskus (Kimitoön),818,49,28,9,0,0,53,113,37,42,25,13,9,21,50,10,117,215,0,13,14,0,0
25710  Vreta-Vestlax (Kimitoön),63,3,0,8,0,0,9,0,16,0,0,0,0,0,2,0,0,17,7,1,0,0,0
25730  Mjösund (Kimitoön),66,13,0,49,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25760  Kiila (Kimitoön),16,8,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
25810  Mark (Kimitoön),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
25820  Vestlax (Kimitoön),12,2,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
25830  Västanfjärd Keskus (Kimitoön),85,9,0,0,0,0,22,10,2,2,1,1,0,3,2,1,1,28,0,3,0,0,0
25840  Nivelax (Kimitoön),81,15,0,4,0,0,18,19,10,0,1,0,0,0,0,0,6,6,0,2,0,0,0
25860  Björkboda (Kimitoön),77,14,0,1,0,0,5,2,1,0,0,0,0,2,1,51,0,0,0,0,0,0,0
25870  Dragsfjärd (Kimitoön),236,19,0,44,0,0,30,25,10,10,2,1,3,5,2,0,0,62,0,23,0,0,0
25900  Taalintehdas (Kimitoön),458,3,0,31,0,1,39,35,16,11,0,4,14,25,18,60,36,133,27,5,0,0,0
25910  Vänoxa (Kimitoön),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
25930  Kasnäs (Kimitoön),87,1,0,53,0,0,1,6,1,20,0,0,0,1,1,0,0,0,3,0,0,0,0
25940  Hiittinen (Kimitoön),21,0,0,0,0,0,1,2,0,0,1,0,0,0,0,11,0,5,0,1,0,0,0
25950  Rosala-Kasnäs-Hitis (Kimitoön),27,1,0,6,0,0,4,6,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0
25960  Högsåra (Kimitoön),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
26100  Rauma Keskus (Rauma),12134,11,0,2942,39,16,540,1352,946,516,246,168,87,594,844,592,734,1899,300,308,0,0,0
26200  Merirauma-Kappelinluhta (Rauma),228,4,0,13,0,0,33,34,5,14,5,0,1,12,8,0,18,68,1,12,0,0,0
26410  Kaaro (Rauma),148,5,0,54,0,5,27,8,15,2,1,0,0,3,3,0,18,0,2,5,0,0,0
26510  Uotila (Rauma),1163,1,0,810,0,8,47,37,69,3,2,2,0,19,32,0,66,43,8,16,0,0,0
26560  Kolla (Rauma),104,10,0,11,0,0,28,12,12,8,0,0,0,5,4,0,0,11,0,3,0,0,0
26660  Paroalho (Rauma),254,3,0,11,0,17,49,64,7,2,5,0,1,13,6,0,17,43,4,12,0,0,0
26720  Monnanummi (Rauma),54,0,0,0,0,0,2,0,7,0,0,0,0,1,12,0,0,32,0,0,0,0,0
26740  Vasarainen (Rauma),44,6,0,4,0,0,1,4,17,0,1,1,0,1,1,0,5,1,1,1,0,0,0
26820  Sampaanala (Rauma),654,0,0,338,0,4,136,40,38,6,1,0,0,20,38,0,1,31,1,0,0,0,0
26840  Kortela (Rauma),85,4,0,4,0,0,4,25,6,22,1,0,0,2,1,0,7,7,1,1,0,0,0
26910  Unaja (Rauma),58,2,0,5,0,0,23,1,7,0,0,0,0,2,4,0,10,4,0,0,0,0,0
26930  Vermuntila (Rauma),22,4,0,1,0,0,2,8,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0
26950  Voiluoto (Rauma),40,16,0,0,0,0,16,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27100  Eurajoki Keskus (Eurajoki),1295,50,12,89,1,5,143,118,23,58,11,38,6,43,63,51,200,328,21,35,0,0,0
27110  Irjanne (Eurajoki),49,16,0,5,0,0,1,3,4,0,0,1,0,1,11,0,1,0,1,5,0,0,0
27130  Eurajoki asemanseutu (Eurajoki),61,23,1,23,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0
27150  Lapijoki (Eurajoki),131,11,0,44,0,0,52,3,15,0,0,0,0,0,2,0,0,4,0,0,0,0,0
27160  Olkiluoto (Eurajoki),1224,0,12,19,853,83,33,2,19,23,0,0,0,8,171,0,0,1,0,0,0,0,0
27170  Kuivalahti (Eurajoki),17,7,0,2,0,0,2,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0
27220  Ala-Kieri (Rauma),34,15,0,5,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27230  Lappi (Rauma),585,38,0,320,0,1,45,17,48,6,0,9,0,3,1,0,19,72,0,6,0,0,0
27250  Kodiksami (Rauma),14,7,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
27260  Kuolimaa (Rauma),22,19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27310  Kodisjoki (Rauma),46,11,0,1,0,0,6,6,6,0,1,0,0,1,4,0,6,1,1,2,0,0,0
27320  Ihode (Pyhäranta),246,4,0,182,0,0,15,21,2,1,0,3,0,1,1,0,9,5,1,1,0,0,0
27340  Reila (Pyhäranta),22,5,0,1,0,0,1,2,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0
27400  Kiukainen Keskus (Eura),375,90,0,16,0,11,95,27,6,0,0,4,1,12,2,5,11,82,2,11,0,0,0
27420  Panelia Asemanseutu (Eura),42,19,0,9,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27430  Panelia (Eura),425,47,0,219,40,0,14,41,18,5,0,0,4,3,6,0,15,4,0,9,0,0,0
27450  Harola (Eura),14,7,0,1,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
27500  Kauttua (Eura),999,7,0,556,32,1,90,52,72,31,2,0,3,24,21,0,26,39,3,40,0,0,0
27510  Eura Keskus (Eura),2080,56,2,529,0,37,100,209,110,49,9,39,30,52,140,94,101,439,26,58,0,0,0
27600  Hinnerjoki (Eura),155,27,0,43,0,0,10,21,43,1,0,0,0,1,0,0,6,0,0,3,0,0,0
27640  Honkilahti kk (Eura),34,19,0,8,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
27650  Honkilahti (Eura),78,10,0,0,0,0,1,3,3,5,0,5,0,1,0,0,10,40,0,0,0,0,0
27670  Mannila (Eura),25,14,0,0,0,0,0,1,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0
27710  Köyliö Keskus (Säkylä),301,39,0,128,0,6,30,15,7,3,0,7,1,12,3,2,11,29,0,8,0,0,0
27730  Tuiskula (Säkylä),37,21,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
27740  Voitoinen (Säkylä),17,10,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
27750  Yttilä (Säkylä),145,6,0,0,0,0,5,0,1,2,0,0,0,1,0,130,0,0,0,0,0,0,0
27800  Säkylä Keskus (Säkylä),1712,41,9,300,17,0,69,93,82,42,10,9,2,42,39,526,77,296,11,47,0,0,0
27820  Iso-Vimma (Säkylä),520,1,0,401,0,0,8,1,47,6,2,0,0,8,2,0,0,43,0,1,0,0,0
27840  Kakkuri (Säkylä),66,11,7,1,0,0,13,0,16,0,0,0,1,1,0,0,8,6,0,2,0,0,0
27860  Vuori (Säkylä),80,31,0,0,0,0,16,0,6,24,0,0,1,0,2,0,0,0,0,0,0,0,0
27910  Huovinrinne (Säkylä),77,2,0,23,0,0,0,0,0,13,0,0,31,0,2,0,0,0,0,6,0,0,0
27920  Otajoki (Säkylä),21,8,0,1,0,0,5,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
28100  Pori Keskus (Pori),10919,24,1,996,165,10,488,1439,310,771,783,340,253,854,525,1372,500,1229,439,419,0,0,1
28120  Käppärä-Isomäki (Pori),1588,3,0,31,0,0,59,56,23,81,1,1,2,68,59,36,29,1096,14,29,0,0,0
28130  Impola (Pori),3557,22,0,410,5,32,303,995,182,127,37,6,17,125,326,27,519,242,52,130,0,0,0
28190  Pormestarinluoto (Pori),722,12,0,22,0,19,62,44,140,5,1,0,1,1,30,0,50,322,1,12,0,0,0
28200  Toejoki (Pori),422,11,0,40,0,0,64,154,28,2,0,2,0,16,7,1,22,58,9,8,0,0,0
28220  Ruosniemi (Pori),533,13,0,65,0,0,98,70,30,9,4,1,9,32,4,0,26,151,5,16,0,0,0
28240  Isojoenranta (Pori),147,0,0,9,0,0,96,3,1,6,1,0,0,21,2,0,2,1,1,4,0,0,0
28260  Harjunpää (Ulvila),157,14,0,40,0,0,37,2,30,0,1,0,0,0,2,0,10,17,1,3,0,0,0
28300  Kalaholma-Väinölä (Pori),212,2,0,12,0,1,22,55,21,8,3,0,0,11,1,0,10,59,0,7,0,0,0
28330  Koivistonluoto (Pori),1350,0,0,1107,0,0,19,14,43,23,1,0,1,4,14,0,28,89,0,7,0,0,0
28360  Vanhakoivisto (Pori),745,6,0,7,0,2,80,318,133,21,2,1,5,27,24,0,0,79,16,24,0,0,0
28370  Sampola (Pori),453,0,0,3,0,0,12,29,1,5,0,5,2,2,10,0,25,351,1,7,0,0,0
28400  Ulvila Keskus (Ulvila),2070,9,0,924,0,7,210,171,82,60,27,3,15,151,46,3,179,111,22,50,0,0,0
28430  Kartano-Harmaalinna (Pori),916,1,0,142,0,2,258,203,188,4,2,0,0,19,10,0,1,8,1,77,0,0,0
28450  Vanha-Ulvila (Ulvila),927,25,0,6,0,7,51,20,15,25,3,3,0,28,39,63,29,591,6,16,0,0,0
28500  Keskussairaala-alue-Tiilimäki (Pori),3505,0,0,0,0,0,2,19,17,18,11,0,7,2,39,5,103,3199,82,1,0,0,0
28540  Pinomäki (Pori),102,10,0,9,0,0,9,8,3,0,0,0,0,1,0,1,57,1,3,0,0,0,0
28560  Lattomeri (Pori),32,5,0,2,0,0,4,0,14,1,0,0,0,4,1,0,0,0,0,1,0,0,0
28580  Niittymaa (Pori),80,4,0,47,0,0,4,3,10,7,0,0,0,1,2,0,0,0,1,1,0,0,0
28600  Vähärauma (Pori),2212,77,0,317,0,28,165,161,171,62,26,5,5,284,179,56,436,207,12,21,0,0,0
28610  Musa-Tiiliruukki (Pori),842,6,20,58,0,0,159,396,34,11,3,0,4,16,10,0,0,69,7,49,0,0,0
28660  Pietniemi-Leppäkorpi (Pori),240,20,17,12,0,0,93,17,31,16,1,0,3,3,4,0,1,15,2,5,0,0,0
28760  Kyläsaari (Pori),692,14,1,195,0,37,213,34,9,1,3,1,2,5,105,0,13,48,2,8,0,0,1
28800  Pihlava (Pori),383,0,0,77,0,0,27,49,23,18,1,1,1,4,14,0,53,88,5,22,0,0,0
28840  Yyteri-Kaanaa (Pori),674,2,0,474,45,0,6,4,17,38,0,0,0,47,15,18,1,0,5,2,0,0,0
28880  Mäntyluoto (Pori),365,1,0,136,0,13,1,1,179,5,0,0,0,0,1,28,0,0,0,0,0,0,0
28900  Tahkoluoto-Reposaari (Pori),209,16,0,45,6,39,6,12,27,28,0,0,3,2,5,0,5,6,0,9,0,0,0
29100  Luvia Keskus (Eurajoki),509,31,0,184,0,8,85,37,4,5,1,6,4,24,8,0,4,83,0,25,0,0,0
29180  Peränkylä (Eurajoki),32,15,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29200  Harjavalta Keskus (Harjavalta),3731,28,0,1316,51,13,278,189,258,114,9,35,21,73,206,99,100,864,23,54,0,0,0
29250  Nakkila Keskus (Nakkila),1207,48,0,375,0,14,85,76,37,39,7,19,1,53,24,33,94,257,9,36,0,0,0
29270  Hormisto (Nakkila),32,13,0,2,0,0,2,6,3,1,0,0,0,0,2,0,2,0,1,0,0,0,0
29280  Järvimaa (Nakkila),27,11,0,8,0,0,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
29310  Kaasmarkku (Ulvila),84,12,0,8,0,0,24,5,19,0,1,1,0,1,6,0,6,0,1,0,0,0,0
29320  Leineperi (Ulvila),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
29340  Kullaa Keskus (Ulvila),202,33,0,6,0,0,23,3,17,17,0,0,0,1,0,0,46,50,1,5,0,0,0
29350  Palus (Ulvila),14,8,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29570  Söörmarkku (Pori),241,14,0,65,0,0,69,23,43,0,0,0,0,1,7,0,3,15,0,1,0,0,0
29600  Noormarkku Keskus (Pori),1082,44,0,116,0,6,182,85,49,64,2,5,6,43,26,0,61,354,5,34,0,0,0
29630  Pomarkku Keskus (Pomarkku),449,29,0,112,0,22,18,24,32,1,5,0,2,10,9,18,33,115,2,17,0,0,0
29640  Honkakoski (Pomarkku),46,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29680  Kairila (Pori),58,24,0,0,0,0,3,0,20,0,0,0,0,0,1,3,0,7,0,0,0,0,0
29700  Ahlainen (Pori),106,12,0,2,0,0,13,17,36,2,0,0,1,1,3,0,6,7,0,6,0,0,0
