Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
10270  Barösund (Ingå),35.00,3.00,0.00,1.00,0.00,0.00,7.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
10300  Karjaa Keskus (Raasepori),1867.00,52.00,1.00,158.00,0.00,10.00,171.00,282.00,118.00,45.00,65.00,20.00,28.00,58.00,60.00,16.00,239.00,437.00,26.00,81.00,0.00,0.00,0.00
10320  Bäljars (Raasepori),366.00,2.00,0.00,89.00,0.00,0.00,70.00,35.00,7.00,26.00,2.00,0.00,0.00,4.00,8.00,0.00,85.00,37.00,1.00,0.00,0.00,0.00,0.00
10330  Pinjainen (Raasepori),258.00,4.00,0.00,200.00,0.00,0.00,14.00,2.00,0.00,1.00,0.00,0.00,1.00,10.00,0.00,0.00,20.00,3.00,1.00,2.00,0.00,0.00,0.00
10350  Meltolan sairaala-alue (Raasepori),54.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00
10360  Mustio (Raasepori),250.00,23.00,0.00,3.00,0.00,0.00,36.00,31.00,52.00,53.00,1.00,0.00,0.00,4.00,16.00,0.00,16.00,11.00,2.00,2.00,0.00,0.00,0.00
10380  Kaunislahti (Raasepori),15.00,2.00,0.00,0.00,0.00,0.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10410  Åminnefors (Raasepori),113.00,0.00,0.00,65.00,0.00,0.00,4.00,1.00,0.00,0.00,2.00,0.00,0.00,7.00,15.00,0.00,1.00,4.00,13.00,1.00,0.00,0.00,0.00
10420  Pohjankuru (Raasepori),329.00,67.00,0.00,21.00,0.00,0.00,40.00,28.00,10.00,1.00,1.00,0.00,0.00,7.00,12.00,0.00,35.00,80.00,6.00,21.00,0.00,0.00,0.00
10440  Bollsta (Raasepori),135.00,3.00,0.00,18.00,0.00,0.00,81.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,10.00,0.00,0.00,1.00,12.00,0.00,0.00,0.00,0.00
10470  Fiskari (Raasepori),167.00,0.00,0.00,51.00,0.00,0.00,6.00,17.00,0.00,19.00,1.00,0.00,0.00,32.00,5.00,0.00,9.00,8.00,16.00,3.00,0.00,0.00,0.00
10480  Antskog (Raasepori),8.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
10520  Tenhola Kirkonkylä (Raasepori),345.00,62.00,0.00,20.00,0.00,1.00,51.00,24.00,46.00,5.00,1.00,0.00,1.00,13.00,12.00,1.00,31.00,65.00,1.00,11.00,0.00,0.00,0.00
10570  Bromarv (Raasepori),66.00,21.00,0.00,1.00,0.00,0.00,4.00,13.00,4.00,9.00,1.00,0.00,1.00,1.00,2.00,0.00,3.00,4.00,1.00,1.00,0.00,0.00,0.00
10600  Tammisaari Keskus (Raasepori),3227.00,83.00,0.00,396.00,37.00,58.00,194.00,430.00,93.00,97.00,54.00,87.00,36.00,132.00,162.00,150.00,227.00,800.00,61.00,130.00,0.00,0.00,0.00
10620  Tammisaari (Raasepori),280.00,6.00,0.00,5.00,0.00,0.00,70.00,16.00,7.00,0.00,4.00,0.00,1.00,10.00,15.00,37.00,36.00,68.00,2.00,3.00,0.00,0.00,0.00
10640  Dragsvik (Raasepori),312.00,2.00,0.00,0.00,0.00,0.00,13.00,2.00,31.00,20.00,2.00,0.00,10.00,2.00,4.00,205.00,0.00,14.00,2.00,5.00,0.00,0.00,0.00
10650  Flyet (Raasepori),1038.00,4.00,0.00,1.00,0.00,6.00,39.00,48.00,35.00,98.00,18.00,0.00,2.00,56.00,125.00,261.00,41.00,286.00,10.00,8.00,0.00,0.00,0.00
10660  Trollböle (Raasepori),161.00,1.00,10.00,22.00,0.00,0.00,13.00,6.00,6.00,1.00,0.00,0.00,0.00,4.00,6.00,0.00,30.00,61.00,0.00,1.00,0.00,0.00,0.00
10680  Skogby (Raasepori),41.00,1.00,0.00,9.00,0.00,3.00,0.00,3.00,1.00,12.00,0.00,0.00,0.00,0.00,3.00,6.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00
10710  Snappertuna (Raasepori),74.00,4.00,0.00,1.00,0.00,0.00,12.00,3.00,10.00,5.00,1.00,0.00,0.00,1.00,2.00,0.00,5.00,28.00,0.00,2.00,0.00,0.00,0.00
10820  Lappohja (Hanko),85.00,2.00,0.00,60.00,0.00,0.00,4.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,0.00,2.00,8.00,0.00,4.00,0.00,0.00,0.00
10900  Hanko Keskus (Hanko),2135.00,4.00,0.00,638.00,3.00,0.00,17.00,136.00,422.00,112.00,2.00,10.00,30.00,48.00,38.00,131.00,106.00,350.00,19.00,69.00,0.00,0.00,0.00
10940  Hangonkylä (Hanko),178.00,0.00,0.00,40.00,0.00,0.00,29.00,46.00,32.00,2.00,2.00,3.00,2.00,2.00,6.00,0.00,8.00,0.00,3.00,3.00,0.00,0.00,0.00
10960  Hanko Pohjoinen (Hanko),754.00,2.00,0.00,164.00,1.00,28.00,198.00,81.00,69.00,12.00,4.00,0.00,1.00,36.00,82.00,47.00,1.00,24.00,1.00,3.00,0.00,0.00,0.00
11100  Riihimäki Keskus (Riihimäki),3188.00,4.00,0.00,616.00,2.00,27.00,130.00,345.00,100.00,112.00,54.00,65.00,56.00,180.00,82.00,174.00,490.00,540.00,77.00,134.00,0.00,0.00,0.00
11120  Pohjois-Riihimäki (Riihimäki),1907.00,6.00,0.00,180.00,8.00,306.00,119.00,119.00,42.00,68.00,7.00,0.00,3.00,35.00,119.00,134.00,108.00,585.00,43.00,25.00,0.00,0.00,0.00
11130  Peltosaari-Patastenmäki (Riihimäki),2256.00,7.00,0.00,41.00,0.00,41.00,354.00,302.00,389.00,69.00,216.00,1.00,9.00,60.00,42.00,114.00,115.00,414.00,35.00,47.00,0.00,0.00,0.00
11310  Taka-Kasarmi (Riihimäki),449.00,0.00,0.00,81.00,0.00,0.00,15.00,16.00,34.00,25.00,0.00,0.00,29.00,5.00,2.00,220.00,16.00,0.00,0.00,6.00,0.00,0.00,0.00
11710  Herajoki (Riihimäki),2125.00,20.00,0.00,831.00,7.00,24.00,121.00,670.00,79.00,12.00,3.00,0.00,3.00,48.00,123.00,54.00,20.00,74.00,11.00,25.00,0.00,0.00,0.00
11910  Lasi-Kumela (Riihimäki),254.00,4.00,0.00,8.00,0.00,0.00,24.00,52.00,86.00,6.00,1.00,0.00,0.00,6.00,11.00,0.00,28.00,0.00,19.00,9.00,0.00,0.00,0.00
12100  Oitti (Hausjärvi),701.00,57.00,0.00,71.00,0.00,3.00,26.00,32.00,29.00,30.00,0.00,0.00,0.00,38.00,36.00,35.00,76.00,240.00,8.00,20.00,0.00,0.00,0.00
12130  Mommila (Hausjärvi),20.00,11.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
12170  Hietoinen (Hausjärvi),22.00,20.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12210  Hausjärvi kk (Hausjärvi),95.00,5.00,0.00,19.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,37.00,1.00,26.00,0.00,0.00,0.00
12240  Hikiä (Hausjärvi),278.00,23.00,0.00,18.00,0.00,0.00,105.00,27.00,8.00,11.00,1.00,0.00,0.00,2.00,5.00,0.00,28.00,43.00,4.00,3.00,0.00,0.00,0.00
12310  Ryttylä (Hausjärvi),231.00,15.00,0.00,56.00,0.00,0.00,30.00,27.00,7.00,3.00,8.00,0.00,0.00,5.00,6.00,0.00,32.00,40.00,0.00,2.00,0.00,0.00,0.00
12350  Turkhauta (Hausjärvi),60.00,20.00,0.00,1.00,0.00,0.00,2.00,4.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,24.00,0.00,3.00,0.00,0.00,0.00
12380  Leppäkoski (Janakkala),80.00,9.00,0.00,4.00,0.00,0.00,26.00,16.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,19.00,0.00,0.00,2.00,0.00,0.00,0.00
12400  Tervakoski (Janakkala),841.00,38.00,4.00,295.00,0.00,30.00,38.00,72.00,4.00,41.00,1.00,7.00,3.00,33.00,26.00,1.00,79.00,130.00,29.00,10.00,0.00,0.00,0.00
12450  Vähikkälä (Janakkala),34.00,15.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,2.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00
12520  Kormu (Loppi),117.00,9.00,0.00,0.00,0.00,0.00,83.00,0.00,3.00,0.00,0.00,2.00,0.00,6.00,2.00,0.00,4.00,5.00,3.00,0.00,0.00,0.00,0.00
12540  Launonen (Loppi),233.00,10.00,0.00,14.00,0.00,4.00,39.00,39.00,45.00,0.00,3.00,1.00,0.00,3.00,0.00,0.00,21.00,45.00,2.00,7.00,0.00,0.00,0.00
12600  Läyliäinen (Loppi),321.00,37.00,0.00,42.00,0.00,5.00,35.00,46.00,12.00,6.00,2.00,1.00,1.00,35.00,33.00,0.00,19.00,37.00,3.00,7.00,0.00,0.00,0.00
12630  Sajaniemi (Loppi),38.00,6.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,8.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00
12640  Joentaka (Loppi),93.00,5.00,0.00,1.00,0.00,0.00,59.00,5.00,12.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,6.00,0.00,2.00,0.00,0.00,0.00,0.00
12700  Loppi kk (Loppi),802.00,21.00,0.00,82.00,0.00,2.00,48.00,55.00,76.00,22.00,0.00,3.00,14.00,18.00,38.00,66.00,82.00,223.00,12.00,40.00,0.00,0.00,0.00
12750  Pilpala (Loppi),75.00,32.00,0.00,1.00,0.00,0.00,10.00,2.00,10.00,3.00,1.00,0.00,0.00,1.00,2.00,0.00,5.00,3.00,2.00,3.00,0.00,0.00,0.00
12820  Räyskälä (Loppi),12.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00
12920  Topeno (Loppi),59.00,23.00,0.00,12.00,0.00,0.00,7.00,3.00,3.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,5.00,0.00,2.00,0.00,0.00,0.00,0.00
12950  Vojakkala-Eerolankulma (Loppi),34.00,2.00,0.00,16.00,0.00,0.00,1.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00
13100  Hämeenlinna Keskus (Hämeenlinna),6818.00,35.00,0.00,119.00,18.00,20.00,235.00,726.00,40.00,309.00,407.00,241.00,185.00,726.00,330.00,1225.00,910.00,775.00,161.00,356.00,0.00,0.00,0.00
13110  Kantola (Hämeenlinna),1424.00,13.00,0.00,202.00,66.00,9.00,184.00,218.00,232.00,14.00,66.00,0.00,9.00,62.00,74.00,171.00,0.00,25.00,20.00,59.00,0.00,0.00,0.00
13130  Kauriala (Hämeenlinna),3573.00,8.00,0.00,285.00,0.00,0.00,308.00,993.00,184.00,191.00,43.00,15.00,8.00,91.00,158.00,342.00,354.00,442.00,65.00,86.00,0.00,0.00,0.00
13200  Keinusaari (Hämeenlinna),1298.00,7.00,0.00,0.00,0.00,0.00,7.00,37.00,17.00,29.00,44.00,181.00,3.00,66.00,1.00,88.00,106.00,594.00,109.00,9.00,0.00,0.00,0.00
13210  Hätilä (Hämeenlinna),1594.00,1.00,0.00,374.00,0.00,14.00,76.00,243.00,31.00,26.00,27.00,3.00,6.00,52.00,83.00,160.00,90.00,362.00,7.00,39.00,0.00,0.00,0.00
13220  Sairio (Hämeenlinna),193.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,4.00,33.00,2.00,0.00,0.00,17.00,7.00,0.00,20.00,76.00,8.00,6.00,0.00,0.00,0.00
13250  Katuma (Hämeenlinna),346.00,0.00,0.00,279.00,0.00,0.00,1.00,16.00,1.00,1.00,4.00,0.00,0.00,1.00,1.00,0.00,0.00,41.00,0.00,1.00,0.00,0.00,0.00
13270  Ruununmylly (Hämeenlinna),147.00,19.00,0.00,1.00,0.00,0.00,28.00,11.00,7.00,0.00,4.00,1.00,6.00,5.00,3.00,0.00,24.00,25.00,8.00,5.00,0.00,0.00,0.00
13300  Käikälä (Hämeenlinna),1377.00,57.00,0.00,1108.00,0.00,0.00,60.00,20.00,26.00,7.00,2.00,0.00,1.00,16.00,6.00,0.00,30.00,38.00,2.00,4.00,0.00,0.00,0.00
13330  Harviala (Janakkala),108.00,22.00,0.00,4.00,0.00,0.00,11.00,14.00,11.00,14.00,2.00,0.00,4.00,2.00,0.00,0.00,12.00,5.00,7.00,0.00,0.00,0.00,0.00
13430  Hattelmala (Hämeenlinna),1494.00,5.00,7.00,451.00,0.00,50.00,165.00,285.00,151.00,15.00,7.00,0.00,0.00,16.00,229.00,31.00,8.00,61.00,3.00,10.00,0.00,0.00,0.00
13500  Jukola (Hämeenlinna),1560.00,30.00,0.00,245.00,0.00,6.00,94.00,164.00,31.00,65.00,3.00,1.00,11.00,32.00,71.00,0.00,132.00,640.00,15.00,20.00,0.00,0.00,0.00
13530  Hämeenlinna sairaala-alue (Hämeenlinna),1972.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,29.00,5.00,0.00,0.00,0.00,199.00,0.00,0.00,1717.00,0.00,0.00,0.00,0.00,0.00
13600  Ojoinen (Hämeenlinna),1109.00,1.00,0.00,71.00,0.00,54.00,57.00,121.00,9.00,47.00,0.00,0.00,1.00,49.00,110.00,15.00,1.00,361.00,11.00,201.00,0.00,0.00,0.00
13700  Parolannummi (Hattula),740.00,2.00,0.00,101.00,0.00,0.00,4.00,0.00,0.00,33.00,0.00,0.00,40.00,0.00,0.00,545.00,6.00,0.00,9.00,0.00,0.00,0.00,0.00
13720  Parola (Hattula),1067.00,25.00,0.00,104.00,14.00,0.00,163.00,146.00,61.00,28.00,12.00,3.00,3.00,19.00,31.00,47.00,142.00,222.00,19.00,28.00,0.00,0.00,0.00
13800  Katinala (Hattula),288.00,12.00,0.00,6.00,0.00,0.00,25.00,12.00,45.00,16.00,0.00,2.00,2.00,5.00,18.00,0.00,0.00,132.00,10.00,3.00,0.00,0.00,0.00
13880  Rahkoila (Hattula),161.00,9.00,0.00,1.00,0.00,0.00,17.00,6.00,15.00,4.00,1.00,0.00,6.00,20.00,11.00,0.00,2.00,53.00,0.00,16.00,0.00,0.00,0.00
13900  Pekola (Hattula),86.00,11.00,0.00,1.00,0.00,0.00,20.00,17.00,2.00,2.00,0.00,0.00,0.00,3.00,3.00,0.00,13.00,6.00,6.00,2.00,0.00,0.00,0.00
14140  Jokimaa (Janakkala),17.00,13.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
14200  Turenki (Janakkala),3087.00,77.00,0.00,667.00,0.00,8.00,209.00,472.00,138.00,72.00,7.00,32.00,15.00,42.00,99.00,116.00,373.00,653.00,44.00,63.00,0.00,0.00,0.00
14240  Väli-Janakkala (Janakkala),130.00,27.00,1.00,3.00,0.00,0.00,10.00,13.00,44.00,1.00,0.00,0.00,0.00,11.00,5.00,0.00,9.00,0.00,1.00,5.00,0.00,0.00,0.00
14300  Renko kk (Hämeenlinna),397.00,72.00,7.00,114.00,0.00,0.00,29.00,34.00,26.00,14.00,2.00,1.00,1.00,9.00,5.00,0.00,11.00,59.00,6.00,7.00,0.00,0.00,0.00
14430  Vuohiniemi (Hattula),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14450  Rimmilä (Hämeenlinna),10.00,4.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
14500  Iittala (Hämeenlinna),635.00,36.00,1.00,222.00,0.00,0.00,96.00,64.00,26.00,35.00,1.00,0.00,1.00,10.00,8.00,0.00,33.00,72.00,7.00,23.00,0.00,0.00,0.00
14530  Leteensuo (Hattula),24.00,9.00,0.00,5.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
14610  Lepaa (Hattula),97.00,4.00,0.00,5.00,0.00,0.00,5.00,14.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,7.00,1.00,0.00,0.00,0.00,0.00
14620  Tyrväntö (Hattula),20.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,0.00,0.00
14680  Alvettula (Hämeenlinna),86.00,25.00,0.00,2.00,0.00,0.00,15.00,9.00,15.00,4.00,0.00,0.00,0.00,1.00,1.00,0.00,4.00,5.00,5.00,0.00,0.00,0.00,0.00
14690  Torvoila (Hämeenlinna),29.00,15.00,0.00,7.00,0.00,0.00,2.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14700  Hauho kk (Hämeenlinna),408.00,80.00,2.00,27.00,1.00,0.00,22.00,35.00,39.00,20.00,5.00,0.00,4.00,17.00,13.00,0.00,30.00,95.00,3.00,15.00,0.00,0.00,0.00
14770  Eteläinen (Hämeenlinna),91.00,11.00,0.00,5.00,0.00,0.00,11.00,4.00,10.00,23.00,0.00,0.00,0.00,1.00,0.00,0.00,8.00,17.00,0.00,1.00,0.00,0.00,0.00
14810  Pohjoinen (Hämeenlinna),149.00,18.00,0.00,14.00,0.00,0.00,16.00,61.00,10.00,19.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,6.00,0.00,3.00,0.00,0.00,0.00
14820  Syrjäntaka (Hämeenlinna),188.00,10.00,0.00,43.00,0.00,5.00,48.00,7.00,14.00,1.00,0.00,0.00,0.00,4.00,4.00,0.00,9.00,27.00,0.00,16.00,0.00,0.00,0.00
14840  Sairiala (Hämeenlinna),15.00,7.00,0.00,3.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14870  Juttila (Hämeenlinna),24.00,12.00,0.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14930  Sappee (Hämeenlinna),29.00,6.00,13.00,0.00,0.00,0.00,6.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
14960  Puutikkala (Pälkäne),11.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14980  Kuohijoki (Pälkäne),22.00,3.00,0.00,0.00,0.00,0.00,12.00,0.00,3.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15100  Lahti Asemanseutu (Lahti),4406.00,4.00,0.00,349.00,3.00,9.00,434.00,320.00,85.00,106.00,769.00,8.00,34.00,383.00,346.00,411.00,186.00,823.00,56.00,80.00,0.00,0.00,0.00
15110  Keski-Lahti (Lahti),4343.00,2.00,0.00,86.00,30.00,0.00,34.00,448.00,36.00,337.00,209.00,234.00,186.00,395.00,220.00,45.00,801.00,682.00,202.00,396.00,0.00,0.00,0.00
15140  Kartano-Paavola (Lahti),5935.00,51.00,0.00,131.00,115.00,73.00,434.00,712.00,39.00,218.00,92.00,243.00,163.00,512.00,373.00,801.00,272.00,1213.00,337.00,156.00,0.00,0.00,0.00
15150  Möysä (Lahti),1505.00,5.00,0.00,138.00,0.00,0.00,121.00,86.00,500.00,16.00,34.00,1.00,17.00,25.00,178.00,2.00,90.00,241.00,28.00,23.00,0.00,0.00,0.00
15160  Kolava (Lahti),675.00,5.00,0.00,40.00,2.00,67.00,41.00,312.00,20.00,47.00,1.00,4.00,5.00,22.00,3.00,0.00,30.00,58.00,8.00,10.00,0.00,0.00,0.00
15170  Tenava-Tonttila (Lahti),996.00,1.00,0.00,427.00,79.00,34.00,94.00,133.00,41.00,21.00,7.00,4.00,13.00,26.00,14.00,0.00,1.00,63.00,6.00,32.00,0.00,0.00,0.00
15200  Kiveriö (Lahti),1081.00,8.00,0.00,277.00,0.00,0.00,72.00,92.00,339.00,25.00,84.00,1.00,3.00,49.00,16.00,0.00,21.00,91.00,0.00,3.00,0.00,0.00,0.00
15210  Kivistönmäki (Lahti),2606.00,0.00,0.00,509.00,3.00,4.00,133.00,297.00,53.00,61.00,251.00,4.00,8.00,431.00,10.00,21.00,629.00,161.00,14.00,17.00,0.00,0.00,0.00
15230  Kytölä (Lahti),1213.00,1.00,0.00,447.00,0.00,9.00,210.00,106.00,118.00,27.00,0.00,3.00,2.00,32.00,38.00,0.00,137.00,73.00,8.00,2.00,0.00,0.00,0.00
15240  Mukkula (Lahti),1252.00,5.00,0.00,132.00,0.00,5.00,88.00,190.00,32.00,49.00,7.00,2.00,0.00,39.00,15.00,0.00,122.00,545.00,3.00,18.00,0.00,0.00,0.00
15270  Kukkila (Hollola),254.00,3.00,0.00,35.00,0.00,0.00,61.00,16.00,10.00,10.00,2.00,0.00,1.00,14.00,3.00,0.00,42.00,50.00,0.00,7.00,0.00,0.00,0.00
15300  Myllypohja-Koiskala (Lahti),791.00,3.00,0.00,42.00,0.00,0.00,263.00,66.00,16.00,12.00,6.00,1.00,6.00,30.00,11.00,0.00,30.00,274.00,5.00,26.00,0.00,0.00,0.00
15320  Ahtiala (Lahti),304.00,14.00,0.00,2.00,0.00,0.00,40.00,28.00,7.00,15.00,9.00,1.00,3.00,17.00,4.00,0.00,67.00,89.00,2.00,6.00,0.00,0.00,0.00
15340  Kunnas-Hiekkanummi (Lahti),162.00,0.00,0.00,16.00,0.00,0.00,38.00,23.00,25.00,1.00,7.00,0.00,0.00,9.00,13.00,0.00,21.00,2.00,2.00,5.00,0.00,0.00,0.00
15460  Mäkelä (Lahti),71.00,33.00,0.00,1.00,0.00,0.00,9.00,7.00,2.00,0.00,4.00,0.00,0.00,1.00,1.00,0.00,9.00,3.00,1.00,0.00,0.00,0.00,0.00
15500  Liipola (Lahti),633.00,1.00,0.00,8.00,0.00,0.00,39.00,297.00,6.00,79.00,1.00,0.00,1.00,6.00,3.00,0.00,4.00,162.00,0.00,26.00,0.00,0.00,0.00
15520  Saksala (Lahti),1481.00,2.00,0.00,545.00,0.00,85.00,216.00,272.00,137.00,14.00,0.00,1.00,8.00,32.00,113.00,0.00,1.00,36.00,12.00,7.00,0.00,0.00,0.00
15540  Villähde (Lahti),742.00,24.00,3.00,155.00,0.00,0.00,147.00,42.00,102.00,38.00,4.00,0.00,0.00,21.00,9.00,0.00,54.00,133.00,3.00,7.00,0.00,0.00,0.00
15550  Rakokivi (Lahti),1620.00,3.00,0.00,1005.00,0.00,0.00,59.00,73.00,41.00,13.00,3.00,6.00,12.00,26.00,17.00,40.00,45.00,253.00,3.00,21.00,0.00,0.00,0.00
15560  Nastola kk (Lahti),1621.00,11.00,0.00,772.00,4.00,0.00,120.00,109.00,104.00,22.00,4.00,0.00,7.00,17.00,37.00,0.00,175.00,183.00,18.00,38.00,0.00,0.00,0.00
15580  Ruuhijärvi (Lahti),19.00,10.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15610  Laune-Nikkilä (Lahti),1835.00,2.00,0.00,29.00,0.00,0.00,108.00,1036.00,26.00,64.00,7.00,4.00,6.00,27.00,72.00,0.00,115.00,297.00,18.00,24.00,0.00,0.00,0.00
15680  Renkomäki-Ämmälä (Lahti),1763.00,10.00,10.00,261.00,0.00,0.00,223.00,909.00,72.00,67.00,13.00,11.00,1.00,21.00,18.00,0.00,35.00,77.00,16.00,19.00,0.00,0.00,0.00
15700  Hennala-Jokimaa (Lahti),3032.00,22.00,0.00,829.00,0.00,57.00,500.00,338.00,139.00,49.00,5.00,4.00,2.00,146.00,42.00,310.00,93.00,403.00,33.00,60.00,0.00,0.00,0.00
15800  Kärpänen (Lahti),2528.00,0.00,0.00,867.00,1.00,3.00,156.00,108.00,385.00,36.00,7.00,4.00,11.00,72.00,523.00,0.00,142.00,135.00,66.00,12.00,0.00,0.00,0.00
15810  Kasakkamäki (Lahti),525.00,12.00,0.00,342.00,0.00,0.00,46.00,19.00,5.00,0.00,0.00,0.00,1.00,31.00,5.00,0.00,40.00,17.00,4.00,3.00,0.00,0.00,0.00
15820  Okeroinen (Hollola),203.00,16.00,0.00,34.00,0.00,0.00,55.00,1.00,3.00,0.00,3.00,2.00,1.00,4.00,52.00,0.00,14.00,18.00,0.00,0.00,0.00,0.00,0.00
15830  Metsäkangas (Lahti),253.00,1.00,0.00,1.00,0.00,0.00,16.00,52.00,5.00,20.00,11.00,0.00,1.00,6.00,7.00,0.00,2.00,110.00,3.00,18.00,0.00,0.00,0.00
15840  Riihelä (Lahti),46.00,0.00,0.00,2.00,0.00,0.00,11.00,2.00,1.00,10.00,0.00,0.00,1.00,6.00,6.00,0.00,0.00,3.00,0.00,4.00,0.00,0.00,0.00
15850  Likolampi (Lahti),3106.00,0.00,0.00,10.00,0.00,0.00,24.00,1.00,47.00,89.00,0.00,2.00,0.00,1.00,0.00,0.00,22.00,2848.00,2.00,60.00,0.00,0.00,0.00
15860  Kartano (Hollola),1547.00,5.00,0.00,699.00,1.00,0.00,63.00,225.00,218.00,7.00,3.00,1.00,10.00,88.00,17.00,0.00,2.00,163.00,1.00,44.00,0.00,0.00,0.00
15870  Salpakangas (Hollola),1314.00,10.00,0.00,14.00,0.00,0.00,9.00,158.00,5.00,107.00,4.00,5.00,5.00,43.00,41.00,64.00,216.00,542.00,27.00,64.00,0.00,0.00,0.00
15880  Soramäki (Hollola),713.00,73.00,1.00,189.00,0.00,24.00,58.00,60.00,67.00,36.00,3.00,2.00,2.00,38.00,20.00,26.00,35.00,44.00,17.00,18.00,0.00,0.00,0.00
15900  Jalkaranta (Lahti),159.00,0.00,0.00,0.00,0.00,0.00,8.00,10.00,6.00,5.00,2.00,1.00,12.00,4.00,3.00,0.00,45.00,61.00,1.00,1.00,0.00,0.00,0.00
